USA,USA,0,0.0
USA,USA,1,0.0
USA,USA,2,0.0
USA,USA,3,0.0
USA,USA,4,0.0
USA,USA,5,0.0
USA,USA,6,0.0
USA,USA,7,0.0
USA,USA,8,0.0
USA,USA,9,0.0
USA,USA,10,0.0
USA,USA,11,0.0
USA,USA,12,0.0
USA,USA,13,0.0
USA,USA,14,0.0
USA,USA,15,0.0
USA,USA,16,0.0
USA,USA,17,0.0
USA,USA,18,0.0
USA,USA,19,0.0
USA,USA,20,0.0
USA,USA,21,0.0
USA,USA,22,0.0
USA,USA,23,0.0
USA,USA,24,0.0
USA,USA,25,0.0
USA,USA,26,0.0
USA,USA,27,0.0
USA,USA,28,0.0
USA,USA,29,0.0
USA,USA,30,0.0
USA,USA,31,0.0
USA,USA,32,0.0
USA,USA,33,0.0
USA,USA,34,0.0
USA,USA,35,0.0
USA,USA,36,0.0
USA,USA,37,0.0
USA,USA,38,0.0
USA,USA,39,0.0
USA,USA,40,0.0
USA,USA,41,0.0
USA,USA,42,0.0
USA,USA,43,0.0
USA,USA,44,0.0
USA,USA,45,0.0
USA,USA,46,0.0
USA,USA,47,0.0
USA,USA,48,0.0
USA,USA,49,0.0
USA,USA,50,0.0
USA,USA,51,0.0
USA,USA,52,0.0
USA,USA,53,0.0
USA,USA,54,0.0
USA,USA,55,0.0
USA,USA,56,0.0
USA,USA,57,0.0
USA,USA,58,0.0
USA,USA,59,0.0
USA,USA,60,0.0
USA,USA,61,0.0
USA,USA,62,0.0
USA,USA,63,0.0
USA,USA,64,0.0
USA,USA,65,0.0
USA,USA,66,0.0
USA,USA,67,0.0
USA,USA,68,0.0
USA,USA,69,0.0
USA,USA,70,0.0
USA,USA,71,0.0
USA,USA,72,0.0
USA,USA,73,0.0
USA,USA,74,0.0
USA,USA,75,0.0
USA,USA,76,0.0
USA,USA,77,0.0
USA,USA,78,0.0
USA,USA,79,0.0
USA,USA,80,0.0
USA,USA,81,0.0
USA,USA,82,0.0
USA,USA,83,0.0
USA,USA,84,0.0
USA,USA,85,0.0
USA,USA,86,0.0
USA,USA,87,0.0
USA,USA,88,0.0
USA,USA,89,0.0
USA,USA,90,0.0
USA,USA,91,0.0
USA,USA,92,0.0
USA,USA,93,0.0
USA,USA,94,0.0
USA,USA,95,0.0
USA,USA,96,0.0
USA,USA,97,0.0
USA,USA,98,0.0
USA,USA,99,0.0
USA,USA,100,0.0
USA,USA,101,0.0
USA,USA,102,0.0
USA,USA,103,0.0
USA,USA,104,0.0
USA,USA,105,0.0
USA,USA,106,0.0
USA,USA,107,0.0
USA,USA,108,0.0
USA,USA,109,0.0
USA,USA,110,0.0
USA,USA,111,0.0
USA,USA,112,0.0
USA,USA,113,0.0
USA,USA,114,0.0
USA,USA,115,0.0
USA,USA,116,0.0
USA,USA,117,0.0
USA,USA,118,0.0
USA,USA,119,0.0
USA,USA,120,0.0
USA,CAN,0,5402.95925707024
USA,CAN,1,5402.95925707024
USA,CAN,2,4156.122505438647
USA,CAN,3,3324.8980043509173
USA,CAN,4,2493.673503263188
USA,CAN,5,4202.3381736593055
USA,CAN,6,3602.0041488508336
USA,CAN,7,3001.6701240423613
USA,CAN,8,2401.336099233889
USA,CAN,9,1801.0020744254168
USA,CAN,10,5923.958847570619
USA,CAN,11,5077.679012203388
USA,CAN,12,4231.399176836157
USA,CAN,13,3385.119341468925
USA,CAN,14,2538.839506101694
USA,CAN,15,8152.825404453755
USA,CAN,16,6988.136060960362
USA,CAN,17,5823.446717466968
USA,CAN,18,4658.757373973574
USA,CAN,19,3494.068030480181
USA,CAN,20,9590.637979331306
USA,CAN,21,8220.546839426834
USA,CAN,22,6850.455699522361
USA,CAN,23,5480.3645596178885
USA,CAN,24,4110.273419713417
USA,CAN,25,8984.843226834531
USA,CAN,26,7701.294194429599
USA,CAN,27,6417.745162024666
USA,CAN,28,5134.196129619732
USA,CAN,29,3850.6470972147995
USA,CAN,30,7711.444398971955
USA,CAN,31,6609.809484833105
USA,CAN,32,5508.174570694254
USA,CAN,33,4406.539656555403
USA,CAN,34,3304.9047424165524
USA,CAN,35,6392.061763327245
USA,CAN,36,5478.910082851925
USA,CAN,37,4565.758402376604
USA,CAN,38,3652.606721901283
USA,CAN,39,2739.4550414259625
USA,CAN,40,5287.074420765525
USA,CAN,41,4531.778074941879
USA,CAN,42,3776.481729118232
USA,CAN,43,3021.185383294586
USA,CAN,44,2265.889037470939
USA,CAN,45,4759.723201796765
USA,CAN,46,4079.762744397228
USA,CAN,47,3399.80228699769
USA,CAN,48,2719.841829598152
USA,CAN,49,2039.881372198614
USA,CAN,50,4434.678332520842
USA,CAN,51,3801.1528564464356
USA,CAN,52,3167.6273803720296
USA,CAN,53,2534.1019042976236
USA,CAN,54,1900.5764282232178
USA,CAN,55,4476.015737950887
USA,CAN,56,3836.5849182436177
USA,CAN,57,3197.154098536348
USA,CAN,58,2557.7232788290785
USA,CAN,59,1918.2924591218089
USA,CAN,60,3962.654001770543
USA,CAN,61,3396.56057294618
USA,CAN,62,2830.4671441218165
USA,CAN,63,2264.373715297453
USA,CAN,64,1698.28028647309
USA,CAN,65,3244.748838717866
USA,CAN,66,2781.2132903295997
USA,CAN,67,2317.677741941333
USA,CAN,68,1854.1421935530664
USA,CAN,69,1390.6066451647998
USA,CAN,70,2542.1414526546578
USA,CAN,71,2178.9783879897063
USA,CAN,72,1815.8153233247554
USA,CAN,73,1452.6522586598044
USA,CAN,74,1089.4891939948532
USA,CAN,75,1335.2883029813622
USA,CAN,76,1144.5328311268818
USA,CAN,77,953.7773592724016
USA,CAN,78,763.0218874179212
USA,CAN,79,572.2664155634409
USA,CAN,80,896.4937536921082
USA,CAN,81,768.4232174503785
