year,originregion,destinationregion,migflow,pop_o,pop_d,ypc_o,ypc_d,distance,exp_residual,remcost,comofflang
1990.0,EEU,ANZ,9.790397238816361,19.246939025076497,19.196099446532806,9.176887858525154,10.060715581827532,9.164401115475359,1.0671640986440287,0.06086474291373698,0.0
1990.0,EEU,MDE,11.432964087322649,20.626091080799526,20.975690156514492,9.174449425829048,9.138799259515316,7.95578221199522,1.183372658545657,0.0796172838943218,0.0
1990.0,EEU,CAM,5.360352757467489,19.737217741435636,20.641933886890282,9.18490591610425,9.165345807973578,9.458245710966906,1.9259835105113225,0.035597823757963686,0.0
1990.0,EEU,SEA,5.545958389462633,20.013655263396544,21.40668526042681,9.213512244933737,7.82854197705479,9.135333983693592,2.41292711988873,0.0803321428571429,0.0
1990.0,EEU,CAN,9.835883002598962,18.585177987296234,19.52909321688868,9.182616250146529,10.210434994858643,9.279382889137963,0.9671187527135299,0.06086474291373698,0.0
1990.0,EEU,CHI,4.636668853047462,19.38176329917883,23.19259079532653,9.1859259790311,7.029211884363496,9.272477020727932,2.4462067873351723,0.08285893381663913,0.0
1990.0,EEU,JPK,4.63083793273667,19.195230379617847,21.185992901089403,9.18020280359307,10.033598373391992,9.452883962691994,0.7264679978946724,0.06086474291373698,0.0
1990.0,EEU,USA,10.544367280159596,18.585177987296234,21.74331222101366,9.182616250146529,10.360359747402383,9.294562975978971,1.0386171234551016,0.06086474291373698,0.0
1990.0,MAF,SAS,4.396915247167632,20.006861990481003,21.857377430602313,8.199126286978075,7.083241464685787,8.837684302261025,0.14575746957731223,0.050842781944377365,0.0
1990.0,MAF,EEU,5.938591057500914,20.816048933636953,19.857252049150762,8.249080227813145,9.198185752543699,7.422026525149083,1.6459717973467205,0.0771722199651482,0.0
1990.0,MAF,SIS,3.0540011816779664,20.19824209354993,17.12571577708596,8.31059476697138,8.522365706157666,8.949686967252035,1.7665675132839118,0.07274841952213419,0.34291088207031817
1990.0,MAF,WEU,11.926784577972796,21.555681812217234,21.1335314176597,8.261399630633981,10.085034691338425,7.597589152383865,0.6949144925542329,0.06086474291373698,0.0
1990.0,MAF,SSA,9.449042262206245,21.893903491505643,20.785506836426222,8.21535300377218,7.649726095004589,8.147804574208902,2.8115430305591813,0.049109087652403904,0.5947437612655777
1990.0,MAF,LAM,5.768320995793772,20.75658274148259,20.58104542215295,8.266306154457208,8.802399283183862,9.138097083577069,2.5090985754203445,0.06180897405438803,0.0
1990.0,MAF,FSU,7.061162825611449,20.991926255128174,20.646420540351624,8.265531862453418,9.257649168428756,8.170979064488412,1.5770743287019566,0.04824421370116481,0.0
1990.0,MAF,ANZ,7.459454095957708,19.216583536352207,18.172692400969137,8.255841990926694,10.06294692430588,9.322639809381892,1.1577945384036878,0.06086474291373698,0.0
1990.0,MAF,MDE,11.652337781015833,20.741110397500115,20.04544838142799,8.258983362679349,9.21673695125937,8.001340045287588,2.6405465691071717,0.0796172838943218,0.993427869126246
1990.0,MAF,CAM,4.603168183317418,20.10712336508767,19.50997800885035,8.26171031518245,9.118469295953433,9.422496168340915,1.6881118359724259,0.035597823757963686,0.0
1990.0,MAF,SEA,6.4157514094567345,20.34681651376966,20.69579212821574,8.259972694945809,7.779486863284007,9.21550526218125,0.31651449912081037,0.05535379556726832,0.0
1990.0,MAF,CAN,8.589327789175437,18.559949538663243,18.517492305210197,8.261399630633981,10.210434994858643,9.233914886748504,0.6007493299418336,0.06086474291373698,0.0
1990.0,MAF,CHI,2.9338568698359033,19.178686450692805,21.989603349013695,8.249820269134457,7.0654649790704624,9.31989803444496,2.673020806312862,0.08285893381663913,0.0
1990.0,MAF,JPK,4.687671407499835,19.178686450692805,20.034650326839902,8.249820269134457,10.007583237525617,9.498823656268364,1.6914356875783585,0.06086474291373698,0.0
1990.0,MAF,USA,9.011621104572498,18.559949538663243,20.73171130933518,8.261399630633981,10.360359747402383,9.245552265874695,0.6994703734067461,0.06086474291373698,0.0
1990.0,SIS,SAS,6.202535517187923,17.807567083331442,23.247177244439584,8.575974321865916,7.103463476027289,9.576081644218942,0.1552114287932843,0.050842781944377365,0.20767055536439177
1990.0,SIS,EEU,3.92395157629342,18.185336288393515,20.304769658035205,8.447472110351368,9.339668251769726,9.06485290595192,0.04917058270769205,0.0771722199651482,0.0
1990.0,SIS,MAF,2.7850112422383386,16.52807741028994,19.537394334397828,8.34807246121209,8.08082078907345,8.949686967252035,2.6245785219370372,0.056406576017167455,0.44004027204471335
1990.0,SIS,WEU,9.801609853713401,19.423835255924264,22.500764781348188,8.605439343863782,10.086441935444117,8.88363791711402,0.9999445294677474,0.06086474291373698,0.502294094130028
1990.0,SIS,SSA,7.065613363597717,18.17218876880059,21.290869869159447,8.499937079673552,8.076761230792531,8.984654901323038,0.42062688165166656,0.049109087652403904,0.3612800658772144
1990.0,SIS,LAM,6.77376663897882,18.567654341458336,21.643719718076355,8.567621290656819,8.83252397273165,7.570934530607032,1.6677822553306565,0.06180897405438803,0.5107771321493397
1990.0,SIS,FSU,3.295836866004329,17.247946979962443,20.73209180029171,8.309691340814558,9.400633406520653,9.319631748948762,1.3249468225380894,0.04824421370116481,0.0
1990.0,SIS,ANZ,9.358156746670401,17.15970310222831,19.632337621028157,8.62805782770695,10.060542579757263,9.615324549583516,0.24576973862085777,0.06086474291373698,0.9066030106206437
1990.0,SIS,MDE,5.328846571582859,18.22321339451668,20.57799776271098,8.544871004648188,9.36131367575157,9.271242759873372,1.3823684373734888,0.0796172838943218,9.517766497461927e-5
1990.0,SIS,CAM,6.610426829478551,18.18440619469711,20.761927233134195,8.575327448798461,9.142377642413997,8.49410944847255,1.5782562151055597,0.035597823757963686,0.8324315700343831
1990.0,SIS,SEA,5.494706180553426,17.4721076746294,21.07610974061267,8.591905506258358,8.027554661079414,9.78175794936624,1.1368366733361501,0.05535379556726832,0.7954380674448582
1990.0,SIS,CAN,9.417159400370524,16.506845433147223,20.021569701986472,8.608077196449498,10.210434994858643,8.015224383546391,0.3470473205330579,0.06086474291373698,0.8506251496376442
1990.0,SIS,CHI,5.185148668442398,17.01680566366919,23.37516287585624,8.56122106281477,7.051242437167925,9.799016178987674,0.8644076064930737,0.08285893381663913,0.09109036982608662
1990.0,SIS,JPK,4.534747721691546,16.91258184677205,21.33162293452457,8.527078971638215,10.05214463671413,9.809091205351496,0.0,0.06086474291373698,0.0
1990.0,SIS,USA,11.281646410007289,16.47854665659402,22.178630292271503,8.629805312390433,10.360359747402383,8.017213388141629,0.705078535910735,0.06086474291373698,0.28910783777840116
1990.0,WEU,SAS,10.601343628823807,21.526735298372866,23.82593501881817,10.08795912316228,7.106095636483837,8.989048421030649,0.42176607668751365,0.038014222706589454,0.4764413339067242
1990.0,WEU,EEU,11.141386308240069,22.138199192462825,21.5660522437276,10.085193770432321,9.185321675343465,7.353104555292711,1.6137799837016333,0.05488834236932079,0.0
1990.0,WEU,MAF,11.37140337444277,21.1335314176597,21.555681812217234,10.085034691338425,8.261399630633983,7.597589152383865,1.1385580391016457,0.05775890522352707,0.0
1990.0,WEU,SIS,9.026177120302858,22.26021992309525,19.239882425970617,10.094584165338075,8.613712456373543,8.88363791711402,2.1830846445473697,0.0547619209812816,0.47540512634850357
1990.0,WEU,SSA,11.446591199114465,23.382386219818013,22.782646896525875,10.088709416990445,7.4984029412851045,8.589531659169442,0.9250688591451982,0.05439864336579779,0.6255469818392474
1990.0,WEU,LAM,10.732759634666934,22.116838659187096,22.413315712412853,10.085680587680361,8.800101046452047,9.11340274506207,2.3854838177967546,0.04436641535964269,0.4400546471635955
1990.0,WEU,FSU,10.158796215452869,22.441005526106068,22.44021732178729,10.085058332116365,9.17585509961063,8.328932404692294,1.0274027492770799,0.05762714232648931,0.0
1990.0,WEU,ANZ,11.402992288393174,20.440384237099753,19.824754559683118,10.085034691338425,10.054990909751329,9.231952115393861,0.9083337390190087,0.06086474291373698,0.6529527893453165
1990.0,WEU,MDE,11.617130513332755,21.934931873427292,21.752226127665725,10.087010190771952,9.166397761927218,8.370551703078302,2.3911380045910873,0.08468841042850356,0.002310912137258918
1990.0,WEU,CAM,8.304643328312897,21.788765883386645,21.45015586750626,10.08898612351965,9.055462095255892,9.32835119362513,2.974717401629463,0.03672903225806452,0.3174776556395496
1990.0,WEU,SEA,10.31231367277647,22.022626989112382,22.835018130826132,10.088912512915611,7.803943566667743,9.286770517229634,1.1408820414326293,0.06862982393936498,0.11691428598738841
1990.0,WEU,CAN,10.907942996053736,19.74723705653981,20.126930217644297,10.085034691338425,10.210434994858643,9.1220910771147,1.6048886789241716,0.06086474291373698,0.4684476621008556
1990.0,WEU,CHI,8.904657248414848,21.019938492960044,23.887109148622184,10.097326191874297,7.056027789380057,9.408738245763214,2.3513788710706574,0.0883505317648271,0.18887756963120647
1990.0,WEU,JPK,8.819842690989805,20.438885481157694,21.90580139937336,10.085683155123402,10.020333145564681,9.566069482143376,2.4354621047362737,0.06086474291373698,0.0
1990.0,WEU,USA,11.404542608861531,19.74723705653981,22.341149221769278,10.085034691338425,10.360359747402383,9.140065670326871,1.898578547902322,0.06086474291373698,0.28930511911107587
1990.0,SSA,SAS,7.482794371061754,20.619546868767536,23.841261387005968,7.784927605608103,7.103437755805063,8.80980374683425,3.7907299224880955,0.09181499999999998,0.8503102766135291
1990.0,SSA,EEU,6.6888527219251825,21.65106088646206,21.71289198903287,7.726681402857154,9.223085142632517,8.50856986957872,1.4191535928545245,0.0771722199651482,0.0
1990.0,SSA,MAF,7.938873572287031,20.71975697207402,21.759057188850708,7.681356654065899,8.219653687818909,8.147804574208902,0.2620281654639343,0.056406576017167455,0.6227493097708091
1990.0,SSA,SIS,7.107261660530194,21.254493761109895,18.968467639871555,7.930479420745798,8.55078430050093,8.984654901323038,0.9895979669250462,0.07274841952213419,0.3488132699155796
1990.0,SSA,WEU,12.083208724006301,22.841110307845955,23.410087126676714,7.482390961966422,10.086113960281509,8.589531659169442,0.5021943196199078,0.06086474291373698,0.5542368794047455
1990.0,SSA,LAM,6.827629234502854,21.40196227769737,22.37018186220278,7.8211483251527945,8.832381244938164,9.07673912791549,0.4140564795189349,0.06180897405438803,0.2521279258112322
1990.0,SSA,FSU,7.137596351744069,20.998424491481487,22.604101508693873,8.00472421124524,9.371929983272574,8.598438108208727,1.5730722641173998,0.04824421370116481,0.0
1990.0,SSA,ANZ,8.326516830239528,20.32254503479977,20.426232727509014,7.560259267775381,10.06749629661015,9.515223602839958,0.2412032917975287,0.06086474291373698,0.8936239213832567
1990.0,SSA,MDE,9.658008919969413,21.585067383113596,21.578069744063978,7.628158833455758,9.350741855292465,8.29444742682584,0.14926424720711062,0.0796172838943218,0.7295824724771773
1990.0,SSA,CAM,6.643529282566697,20.661440802172553,21.448042625120546,7.844452141764025,9.173006272324066,9.450738573869044,1.4625047396459376,0.035597823757963686,0.04927944777776872
1990.0,SSA,SEA,5.700443573390686,20.661545329741877,22.041747067375724,8.217484945582306,7.901521570127624,9.196657890814038,1.9545373597623816,0.05535379556726832,0.4255286146373413
1990.0,SSA,CAN,9.136047767394327,19.921112284888046,20.820077398204244,7.4577203559006,10.210434994858643,9.306065624071747,0.3101599509066915,0.06086474291373698,0.9136490799073825
1990.0,SSA,CHI,6.439030831234782,19.645717943915784,23.885613603865696,8.10678034072332,7.043908105998609,9.230157560975067,1.320401117267026,0.16780192307692304,0.12894345572848387
1990.0,SSA,JPK,6.853299093186078,20.06478223424643,21.992693533725944,7.7094811077204755,10.001684050111036,9.400572058716573,2.087784733520557,0.06086474291373698,0.0
1990.0,SSA,USA,10.828373241714015,19.92017691625965,23.008978594344935,7.457693452570888,10.360359747402383,9.30655643745482,0.6071548599749338,0.06086474291373698,0.7626204164087143
1990.0,LAM,SAS,6.7974938847246005,20.91843538123948,22.776150068160664,8.796275136850275,7.1031130168003305,9.645253786323108,0.6837259902255413,0.050842781944377365,0.0
1990.0,LAM,EEU,8.069404962661551,21.731389348744866,20.772371238090113,8.80730507203254,9.189577180296363,9.25314175921778,0.5397228897160181,0.0771722199651482,0.0
1990.0,LAM,MAF,5.182906515036709,20.62075251418535,20.47464501108764,8.7967469486703,8.256663056402543,9.138097083577069,0.6125428320664337,0.056406576017167455,0.0
1990.0,LAM,SIS,7.533158807455563,21.3646996833355,18.608346519933846,8.791892337743135,8.603290156752083,7.570934530607032,0.6518468441509009,0.07274841952213419,0.5301984797046687
1990.0,LAM,WEU,11.511590574400127,22.4240614734213,22.117474291104557,8.798471709221861,10.08560835574031,9.11340274506207,0.8738646469306005,0.06086474291373698,0.5238168523990308
1990.0,LAM,SSA,7.040536390215956,22.235890085990956,21.34903852092257,8.818502181464032,7.841218941573006,9.07673912791549,0.25045746199945934,0.049109087652403904,0.21736011524611484
1990.0,LAM,FSU,7.101016775814426,21.930644663886174,21.50325404461227,8.836310108542799,9.241281385217682,9.459858847923373,0.7314438667300251,0.04824421370116481,0.0
1990.0,LAM,ANZ,8.448314599113457,20.125696202263477,19.196099446532806,8.797789101752654,10.060715581827532,9.684580690945946,0.28339246674697943,0.06086474291373698,0.004454542047681418
1990.0,LAM,MDE,9.077791353806685,21.459520149988943,20.779956871637296,8.794420645443713,9.179401329080086,9.397306432178416,0.3102986154913226,0.0796172838943218,0.0
1990.0,LAM,CAM,8.545897259544592,21.402274318502183,20.746849839157758,8.799278683241637,9.031615117329842,8.29758043092895,1.0781554176148518,0.035597823757963686,0.9651429291031017
1990.0,LAM,SEA,4.987707789452551,21.03365514071551,21.705614462751495,8.795277408823042,7.857863656690728,9.812928539701284,0.9441190654859241,0.05535379556726832,0.036304259383142246
1990.0,LAM,CAN,9.357483700420525,19.43463442750935,19.52909321688868,8.796609394706183,10.210434994858643,7.997959068959283,0.26847487940265413,0.06086474291373698,0.2396960327371782
1990.0,LAM,CHI,8.495724376800585,20.47249830509039,23.288164016482995,8.80338446309679,7.051438333849306,9.751390018148827,1.183401763150648,0.08285893381663913,0.00017869004529361718
1990.0,LAM,JPK,10.209942310311193,20.123606438450487,21.133262615508013,8.798972345772388,10.007583237525617,9.69879852435744,0.7520318924939339,0.06086474291373698,0.0
1990.0,LAM,USA,11.523546857739687,19.43463442750935,21.74331222101366,8.796609394706183,10.360359747402383,7.950073751713635,0.6614021474020201,0.06086474291373698,0.07492657943177004
1990.0,FSU,SAS,7.062534332769691,20.99428470665767,23.33014955320929,9.276888494536895,7.1181978599448765,8.275854159142801,9.193100352855941,0.050842781944377365,0.5619376132762708
1990.0,FSU,EEU,10.323532522688067,21.791705468479275,21.246170029418344,9.189964383525004,9.192877927440176,7.859593195815732,0.5745398654622134,0.0771722199651482,0.04924899291729953
1990.0,FSU,MAF,6.302985209039605,20.70238468627293,20.972656624772373,9.222350412381035,8.2884273215705,8.170979064488412,0.6652158139234441,0.056406576017167455,0.0
1990.0,FSU,SIS,3.446807892914207,20.76573053365233,18.34685659920814,9.28901819706718,8.391176028479519,9.319631748948762,0.577538589013032,0.07274841952213419,0.0
1990.0,FSU,WEU,12.465603669390104,22.469534942868805,22.455024025155367,9.161127688095895,10.084985671558945,8.328932404692294,0.35839522212665786,0.06086474291373698,0.0
1990.0,FSU,SSA,7.61253454377179,22.528440364719355,21.162836167521288,9.353632648725132,8.14848226385422,8.598438108208727,0.3875109932226041,0.049109087652403904,0.0
1990.0,FSU,LAM,7.188110576047458,21.538233049073845,21.953097096150763,9.221385004077192,8.827783743992676,9.459858847923373,0.7063985498452011,0.06180897405438803,0.0
1990.0,FSU,ANZ,8.287427763793142,20.170754359530175,19.537072487231338,9.159072694638391,10.054990909751329,9.01158478527329,0.35473296635913903,0.06086474291373698,0.0
1990.0,FSU,MDE,10.79585437629091,21.565774304479834,21.384848955048753,9.214084882781496,9.050321006139729,7.310146271753223,0.4288593487726859,0.0796172838943218,0.0042098440026040775
1990.0,FSU,CAM,5.263725921778418,21.011959166405422,21.021601663830577,9.270395386103312,9.177006939232541,9.639713665796673,0.557359892651288,0.035597823757963686,0.0
1990.0,FSU,SEA,7.0825485693553,21.35740061998262,21.389848391028366,9.343860861023831,7.781063619672801,8.81014712694783,0.42446705213091285,0.05535379556726832,0.0
1990.0,FSU,CAN,8.551401362745974,19.47760717897023,19.839248145192517,9.159072694638391,10.210434994858643,9.494985491039687,0.3447658780033004,0.06086474291373698,0.0
1990.0,FSU,CHI,7.618447638757831,20.659371392080512,23.59742327321689,9.24785886556117,7.01065371377945,8.99377329920376,0.6603936898885523,0.08285893381663913,0.0
1990.0,FSU,JPK,7.710653323501202,20.170754359530175,21.644088239274005,9.159072694638391,10.007583237525616,9.22602465575913,0.16654424587594824,0.06086474291373698,0.0
1990.0,FSU,USA,10.559643931840185,19.47760717897023,22.0534671493175,9.159072694638391,10.360359747402383,9.507658100085722,0.3622783030283618,0.06086474291373698,0.0
1990.0,ANZ,SAS,8.154385192974054,18.620781755357182,21.530509024418254,10.054990909751329,7.105065861675311,8.9437828922803,0.8446684954393016,0.050131091762797265,0.6546393254900894
1990.0,ANZ,EEU,8.82576553475952,19.196099446532806,19.255664942862136,10.060715581827532,9.192477312535347,9.164401115475359,1.1554769928048456,0.0771722199651482,0.0
1990.0,ANZ,MAF,6.953493170655991,18.128170126148987,19.097884734597212,10.071555783603888,8.292548903301133,9.322639809381892,0.9786621422569133,0.056406576017167455,0.0
1990.0,ANZ,SIS,7.9371603874865455,19.61189716954262,17.11914093844876,10.064416473027299,8.620650904653743,9.615324549583516,0.6431162963638036,0.08940408250406823,0.8383068005849993
1990.0,ANZ,WEU,11.089277037778373,19.824754559683118,20.440384237099753,10.054990909751329,10.085034691338425,9.231952115393861,1.1235760557536154,0.06086474291373698,0.5713350009906215
1990.0,ANZ,SSA,9.201097790609252,20.36978770205,20.26673183558667,10.078674566000139,7.5371342801113395,9.515223602839958,0.3041765277430264,0.0,0.9402573545910109
1990.0,ANZ,LAM,7.499644627467855,19.164301295104195,20.112277379104864,10.066774368970977,8.80024816510065,9.684580690945946,1.078369145209365,0.06180897405438803,0.0037920613217850827
1990.0,ANZ,FSU,7.004700485038616,19.44383703074436,20.110089245767234,10.072757316128179,9.18666198077265,9.01158478527329,0.9000224260549671,0.04824421370116481,0.0
1990.0,ANZ,MDE,9.397035683279169,19.026246863465346,19.46078481173015,10.05499090975133,9.177727542577067,9.166142318329253,1.3370261113479598,0.1005810344827586,0.0
1990.0,ANZ,CAM,5.418763519623904,18.79829007058889,19.12830859666686,10.07613077329651,9.103204258296676,9.443519348111428,0.9381741082781343,0.035597823757963686,0.055607866833466905
1990.0,ANZ,SEA,9.819127203918054,19.114775065832326,20.58913402410574,10.05809981705091,7.777916097088858,8.643793446034833,0.6263979162482759,0.060958360125567136,0.332009037936959
1990.0,ANZ,CAN,7.843691763103126,16.829022286129128,17.82434512465025,10.054990909751329,10.210434994858643,9.481305800630583,1.268888373231632,0.06086474291373698,1.0
1990.0,ANZ,CHI,8.340551473753447,18.172692400969137,21.585351665072494,10.06294692430588,7.071851952483506,8.807642844622805,1.2551269708992647,0.06861920561113673,0.30236588045017115
1990.0,ANZ,JPK,7.438265876064526,17.52216946668907,19.629185218731738,10.054990909751329,10.007583237525617,8.79963711391713,1.3104502396695312,0.06086474291373698,0.0
1990.0,ANZ,USA,8.45650856779973,16.829022286129128,20.03856412877523,10.054990909751329,10.360359747402383,9.49333875056972,1.0569220502730101,0.06086474291373698,1.0
1990.0,MDE,SAS,11.593668235235064,20.139502078295052,23.018288844912558,9.313400744484301,7.111149285035258,8.26986329608386,0.05077108826749906,0.03128605188470309,0.2757118161966619
1990.0,MDE,EEU,9.632138041371908,20.99894399837692,20.55119703101466,9.169803088947388,9.196172016701828,7.95578221199522,1.0132833409492468,0.09945609756097562,0.0
1990.0,MDE,MAF,10.108662633459518,20.041872810856315,20.716439856862312,9.214938105143355,8.26642065603302,8.001340045287588,1.6961937353369598,0.061713947827975305,0.9810224441462869
1990.0,MDE,SIS,3.3945083935113587,19.06866219189824,17.758784719203256,9.39246155682403,8.267152293440288,9.271242759873372,5.4092614485800885,0.07274841952213419,0.0
1990.0,MDE,WEU,11.974479748820302,21.75258053484822,21.937751721376213,9.166702430936056,10.086562669862065,8.370551703078302,0.40029657031881527,0.06086474291373698,0.001983505903041946
1990.0,MDE,SSA,10.956673512989449,20.966265234532802,21.362347461845804,9.439815000706151,7.724576366969051,8.29444742682584,2.0131514568102347,0.033171842173157697,0.577912172959634
1990.0,MDE,LAM,7.320394590838302,20.756883832223778,21.36789783322649,9.158752146564806,8.8074167523938,9.397306432178416,4.367195350827781,0.06180897405438803,0.0
1990.0,MDE,FSU,9.633331006950165,21.156496446441768,21.491049998531636,9.101822043414039,9.258457494409985,7.310146271753223,0.5026742363535807,0.04824421370116481,0.004032579075568396
1990.0,MDE,ANZ,8.345597901982604,19.45082895701062,19.00752668317747,9.181488333053132,10.05845117041875,9.166142318329253,1.0139218463989246,0.06086474291373698,0.0
1990.0,MDE,CAM,4.954417614098027,20.35000442347005,20.39345130196391,9.067903947129151,9.095472550867287,9.638703602656667,2.660070593909582,0.035597823757963686,0.0
1990.0,MDE,SEA,10.381453151014993,20.441837257253294,21.772431561461747,9.304406172780917,7.869351903460658,8.867534190601436,2.621378647794783,0.036674780405566695,0.0
1990.0,MDE,CAN,8.714764543417068,18.767637631170206,19.328422521426525,9.177727542577067,10.210434994858643,9.489440460623682,1.007676370580238,0.06086474291373698,0.0
1990.0,MDE,CHI,4.312140507209715,19.285977980705205,22.97009431193723,9.371341127106135,7.0547332549418496,9.009060667781581,1.7801343174773774,0.08285893381663913,0.0
1990.0,MDE,JPK,6.418038618426382,19.213577512817015,20.982911681394487,9.278077438550989,10.023599895529019,9.245876851761006,0.42248903448829683,0.06086474291373698,0.0
1990.0,MDE,USA,9.652767233451684,18.767637631170206,21.542641525551506,9.177727542577067,10.360359747402383,9.498724358677896,0.7222858498080815,0.06086474291373698,0.0
1990.0,CAM,SAS,4.657762636107262,19.74825482774653,22.782700125038037,8.978334850514011,7.093926733292746,9.865302502621333,0.0,0.050842781944377365,0.6713615248208953
1990.0,CAM,EEU,5.409858741280944,20.787557621084414,20.479874634702693,9.070604307899368,9.20691155408394,9.458245710966906,1.4656744351719477,0.0771722199651482,0.0
1990.0,CAM,MAF,3.742420221041966,19.570595628464766,20.17440998125641,9.078419100604183,8.202236363622044,9.422496168340915,3.1733567035817636,0.056406576017167455,0.0
1990.0,CAM,SIS,6.405228458030842,20.397340596108734,18.304380237556202,8.999802229650847,8.629249296889476,8.49410944847255,3.0288051914775926,0.07274841952213419,0.8324257664061909
1990.0,CAM,WEU,9.223572440744901,21.499665600321894,21.826184980452897,9.025597677954659,10.084942756101588,9.32835119362513,1.3211376651249358,0.06086474291373698,0.4526431081027762
1990.0,CAM,SSA,5.1298987149230735,21.298389769563812,21.038132630689848,9.113528823629105,7.881959514732981,9.450738573869044,0.8462891355072294,0.049109087652403904,0.07751998626987384
1990.0,CAM,LAM,8.149312843635343,20.78097773336439,21.500823354263453,9.010256012272798,8.800777733357485,8.29758043092895,2.077832933387285,0.06180897405438803,0.8865194322316969
1990.0,CAM,FSU,5.043425116919247,20.569178977415927,21.285943068733886,9.065732316248038,9.296001329583483,9.639713665796673,1.844018836713666,0.04824421370116481,0.0
1990.0,CAM,ANZ,7.658133092996354,19.217341108403033,18.8873787907755,9.045423477752037,10.058892059185501,9.443519348111428,0.9724187806480432,0.06086474291373698,0.01803528394565863
1990.0,CAM,MDE,6.7963766909987475,20.617993914030798,20.70406289806119,9.038508260580134,9.173572703083666,9.638703602656667,0.8940192748875859,0.0796172838943218,0.0
1990.0,CAM,SEA,4.317488113536311,20.266989248885793,21.5191801157124,9.077007264827763,7.783942305805694,9.765733001671826,3.19953528136307,0.05535379556726832,0.14042237181337242
1990.0,CAM,CAN,9.39953823270957,18.546288138212145,19.21063948577014,9.030215151950749,10.210434994858643,7.664921952309475,1.1563927452293492,0.06086474291373698,0.022197994522580464
