year,originregion,destinationregion,fe_YearCategorical
2000.0,SSA,CAM,-32.09490778848198
2000.0,MAF,CAM,-32.09490778848198
2000.0,MDE,CAM,-32.09490778848198
2000.0,SAS,CAM,-32.09490778848198
2000.0,CHI,CAM,-32.09490778848198
2000.0,JPK,CAM,-32.09490778848198
2000.0,SEA,CAM,-32.09490778848198
2000.0,SIS,CAM,-32.09490778848198
2000.0,LAM,CAM,-32.09490778848198
2000.0,ANZ,CAM,-32.09490778848198
2000.0,WEU,CAM,-32.09490778848198
2000.0,EEU,CAM,-32.09490778848198
2000.0,CAN,CAM,-32.09490778848198
2000.0,USA,CAM,-32.09490778848198
2000.0,FSU,CAM,-32.09490778848198
2000.0,SSA,LAM,-32.09490778848198
2000.0,SIS,LAM,-32.09490778848198
2000.0,MAF,LAM,-32.09490778848198
2000.0,FSU,LAM,-32.09490778848198
2000.0,MDE,LAM,-32.09490778848198
2000.0,WEU,LAM,-32.09490778848198
2000.0,SAS,LAM,-32.09490778848198
2000.0,CHI,LAM,-32.09490778848198
2000.0,JPK,LAM,-32.09490778848198
2000.0,SEA,LAM,-32.09490778848198
2000.0,CAM,LAM,-32.09490778848198
2000.0,ANZ,LAM,-32.09490778848198
2000.0,EEU,LAM,-32.09490778848198
2000.0,CAN,LAM,-32.09490778848198
2000.0,USA,LAM,-32.09490778848198
2000.0,SSA,ANZ,-32.09490778848198
2000.0,SIS,ANZ,-32.09490778848198
2000.0,MAF,ANZ,-32.09490778848198
2000.0,FSU,ANZ,-32.09490778848198
2000.0,MDE,ANZ,-32.09490778848198
2000.0,WEU,ANZ,-32.09490778848198
2000.0,SAS,ANZ,-32.09490778848198
2000.0,CHI,ANZ,-32.09490778848198
2000.0,JPK,ANZ,-32.09490778848198
2000.0,SEA,ANZ,-32.09490778848198
2000.0,CAM,ANZ,-32.09490778848198
2000.0,LAM,ANZ,-32.09490778848198
2000.0,EEU,ANZ,-32.09490778848198
2000.0,CAN,ANZ,-32.09490778848198
2000.0,USA,ANZ,-32.09490778848198
2000.0,SSA,EEU,-32.09490778848198
2000.0,SIS,EEU,-32.09490778848198
2000.0,MAF,EEU,-32.09490778848198
2000.0,FSU,EEU,-32.09490778848198
2000.0,MDE,EEU,-32.09490778848198
2000.0,WEU,EEU,-32.09490778848198
2000.0,SAS,EEU,-32.09490778848198
2000.0,CHI,EEU,-32.09490778848198
2000.0,JPK,EEU,-32.09490778848198
2000.0,SEA,EEU,-32.09490778848198
2000.0,CAM,EEU,-32.09490778848198
2000.0,LAM,EEU,-32.09490778848198
2000.0,ANZ,EEU,-32.09490778848198
2000.0,CAN,EEU,-32.09490778848198
2000.0,USA,EEU,-32.09490778848198
2000.0,SSA,CAN,-32.09490778848198
2000.0,SIS,CAN,-32.09490778848198
2000.0,MAF,CAN,-32.09490778848198
2000.0,FSU,CAN,-32.09490778848198
2000.0,MDE,CAN,-32.09490778848198
2000.0,WEU,CAN,-32.09490778848198
2000.0,SAS,CAN,-32.09490778848198
2000.0,CHI,CAN,-32.09490778848198
2000.0,JPK,CAN,-32.09490778848198
2000.0,SEA,CAN,-32.09490778848198
2000.0,CAM,CAN,-32.09490778848198
2000.0,LAM,CAN,-32.09490778848198
2000.0,ANZ,CAN,-32.09490778848198
2000.0,EEU,CAN,-32.09490778848198
2000.0,USA,CAN,-32.09490778848198
2000.0,SSA,USA,-32.09490778848198
2000.0,SIS,USA,-32.09490778848198
2000.0,MAF,USA,-32.09490778848198
2000.0,FSU,USA,-32.09490778848198
2000.0,MDE,USA,-32.09490778848198
2000.0,WEU,USA,-32.09490778848198
2000.0,SAS,USA,-32.09490778848198
2000.0,CHI,USA,-32.09490778848198
2000.0,JPK,USA,-32.09490778848198
2000.0,SEA,USA,-32.09490778848198
2000.0,CAM,USA,-32.09490778848198
2000.0,LAM,USA,-32.09490778848198
2000.0,ANZ,USA,-32.09490778848198
2000.0,EEU,USA,-32.09490778848198
2000.0,CAN,USA,-32.09490778848198
2005.0,MAF,SSA,-32.299209383969334
2005.0,LAM,SSA,-32.299209383969334
2005.0,ANZ,SSA,-32.299209383969334
2005.0,EEU,SSA,-32.299209383969334
2005.0,FSU,SSA,-32.299209383969334
2005.0,WEU,SSA,-32.299209383969334
2005.0,CAN,SSA,-32.299209383969334
2005.0,USA,SSA,-32.299209383969334
2005.0,SSA,SIS,-32.299209383969334
2005.0,MAF,SIS,-32.299209383969334
2005.0,FSU,SIS,-32.299209383969334
2005.0,WEU,SIS,-32.299209383969334
2005.0,CAN,SIS,-32.299209383969334
2005.0,MDE,SSA,-32.299209383969334
2005.0,SEA,SSA,-32.299209383969334
2005.0,SIS,SSA,-32.299209383969334
2005.0,CAM,SSA,-32.299209383969334
2005.0,SAS,SSA,-32.299209383969334
2005.0,CHI,SSA,-32.299209383969334
2005.0,MDE,SIS,-32.299209383969334
2005.0,SAS,SIS,-32.299209383969334
2005.0,CHI,SIS,-32.299209383969334
2005.0,JPK,SIS,-32.299209383969334
2005.0,SEA,SIS,-32.299209383969334
2005.0,LAM,SIS,-32.299209383969334
2005.0,ANZ,SIS,-32.299209383969334
2005.0,EEU,SIS,-32.299209383969334
2005.0,USA,SIS,-32.299209383969334
2005.0,JPK,SSA,-32.299209383969334
2005.0,SSA,MAF,-32.299209383969334
2005.0,MDE,MAF,-32.299209383969334
2005.0,WEU,MAF,-32.299209383969334
2005.0,FSU,MAF,-32.299209383969334
2005.0,SAS,MAF,-32.299209383969334
2005.0,SEA,MAF,-32.299209383969334
2005.0,CAM,MAF,-32.299209383969334
2005.0,LAM,MAF,-32.299209383969334
2005.0,ANZ,MAF,-32.299209383969334
2005.0,EEU,MAF,-32.299209383969334
2005.0,CAN,MAF,-32.299209383969334
2005.0,USA,MAF,-32.299209383969334
2005.0,SIS,MAF,-32.299209383969334
2005.0,CHI,MAF,-32.299209383969334
2005.0,JPK,MAF,-32.299209383969334
2005.0,SSA,FSU,-32.299209383969334
2005.0,MAF,FSU,-32.299209383969334
2005.0,WEU,FSU,-32.299209383969334
2005.0,MDE,FSU,-32.299209383969334
2005.0,SEA,FSU,-32.299209383969334
2005.0,SIS,FSU,-32.299209383969334
2005.0,CAM,FSU,-32.299209383969334
2005.0,LAM,FSU,-32.299209383969334
2005.0,ANZ,FSU,-32.299209383969334
2005.0,EEU,FSU,-32.299209383969334
2005.0,CAN,FSU,-32.299209383969334
2005.0,USA,FSU,-32.299209383969334
2005.0,SAS,FSU,-32.299209383969334
2005.0,JPK,FSU,-32.299209383969334
2005.0,SSA,MDE,-32.299209383969334
2005.0,MAF,MDE,-32.299209383969334
2005.0,WEU,MDE,-32.299209383969334
2005.0,SAS,MDE,-32.299209383969334
2005.0,SIS,MDE,-32.299209383969334
2005.0,CHI,MDE,-32.299209383969334
2005.0,JPK,MDE,-32.299209383969334
2005.0,SEA,MDE,-32.299209383969334
2005.0,CAM,MDE,-32.299209383969334
2005.0,LAM,MDE,-32.299209383969334
2005.0,ANZ,MDE,-32.299209383969334
2005.0,EEU,MDE,-32.299209383969334
2005.0,FSU,MDE,-32.299209383969334
2005.0,CAN,MDE,-32.299209383969334
2005.0,USA,MDE,-32.299209383969334
2005.0,SSA,WEU,-32.299209383969334
2005.0,SIS,WEU,-32.299209383969334
2005.0,MAF,WEU,-32.299209383969334
2005.0,FSU,WEU,-32.299209383969334
2005.0,MDE,WEU,-32.299209383969334
2005.0,SAS,WEU,-32.299209383969334
2005.0,CHI,WEU,-32.299209383969334
2005.0,JPK,WEU,-32.299209383969334
2005.0,SEA,WEU,-32.299209383969334
2005.0,CAM,WEU,-32.299209383969334
2005.0,LAM,WEU,-32.299209383969334
2005.0,ANZ,WEU,-32.299209383969334
2005.0,EEU,WEU,-32.299209383969334
2005.0,CAN,WEU,-32.299209383969334
2005.0,USA,WEU,-32.299209383969334
2005.0,CHI,FSU,-32.299209383969334
2005.0,SSA,SAS,-32.299209383969334
2005.0,MAF,SAS,-32.299209383969334
2005.0,FSU,SAS,-32.299209383969334
2005.0,MDE,SAS,-32.299209383969334
2005.0,WEU,SAS,-32.299209383969334
2005.0,SEA,SAS,-32.299209383969334
2005.0,CAM,SAS,-32.299209383969334
2005.0,LAM,SAS,-32.299209383969334
2005.0,ANZ,SAS,-32.299209383969334
2005.0,EEU,SAS,-32.299209383969334
2005.0,CAN,SAS,-32.299209383969334
2005.0,USA,SAS,-32.299209383969334
2005.0,SIS,SAS,-32.299209383969334
2005.0,CHI,SAS,-32.299209383969334
2005.0,JPK,SAS,-32.299209383969334
2005.0,SSA,CHI,-32.299209383969334
2005.0,SIS,CHI,-32.299209383969334
2005.0,MAF,CHI,-32.299209383969334
2005.0,MDE,CHI,-32.299209383969334
2005.0,WEU,CHI,-32.299209383969334
2005.0,FSU,CHI,-32.299209383969334
2005.0,SAS,CHI,-32.299209383969334
2005.0,JPK,CHI,-32.299209383969334
2005.0,SEA,CHI,-32.299209383969334
2005.0,CAM,CHI,-32.299209383969334
2005.0,LAM,CHI,-32.299209383969334
2005.0,ANZ,CHI,-32.299209383969334
2005.0,EEU,CHI,-32.299209383969334
2005.0,CAN,CHI,-32.299209383969334
2005.0,USA,CHI,-32.299209383969334
2005.0,SIS,JPK,-32.299209383969334
2005.0,SSA,JPK,-32.299209383969334
2005.0,MAF,JPK,-32.299209383969334
2005.0,MDE,JPK,-32.299209383969334
2005.0,WEU,JPK,-32.299209383969334
2005.0,FSU,JPK,-32.299209383969334
2005.0,SAS,JPK,-32.299209383969334
2005.0,CHI,JPK,-32.299209383969334
2005.0,SEA,JPK,-32.299209383969334
2005.0,CAM,JPK,-32.299209383969334
2005.0,LAM,JPK,-32.299209383969334
2005.0,ANZ,JPK,-32.299209383969334
2005.0,EEU,JPK,-32.299209383969334
2005.0,CAN,JPK,-32.299209383969334
2005.0,USA,JPK,-32.299209383969334
2005.0,SSA,SEA,-32.299209383969334
2005.0,MAF,SEA,-32.299209383969334
2005.0,MDE,SEA,-32.299209383969334
2005.0,WEU,SEA,-32.299209383969334
2005.0,FSU,SEA,-32.299209383969334
2005.0,SAS,SEA,-32.299209383969334
2005.0,CHI,SEA,-32.299209383969334
2005.0,JPK,SEA,-32.299209383969334
2005.0,LAM,SEA,-32.299209383969334
2005.0,ANZ,SEA,-32.299209383969334
2005.0,CAN,SEA,-32.299209383969334
2005.0,USA,SEA,-32.299209383969334
2005.0,SIS,SEA,-32.299209383969334
2005.0,EEU,SEA,-32.299209383969334
2005.0,CAM,SEA,-32.299209383969334
2005.0,CAM,SIS,-32.299209383969334
2005.0,SIS,CAM,-32.299209383969334
2005.0,SSA,CAM,-32.299209383969334
2005.0,MAF,CAM,-32.299209383969334
2005.0,MDE,CAM,-32.299209383969334
2005.0,SAS,CAM,-32.299209383969334
2005.0,CHI,CAM,-32.299209383969334
2005.0,SEA,CAM,-32.299209383969334
2005.0,LAM,CAM,-32.299209383969334
2005.0,ANZ,CAM,-32.299209383969334
2005.0,WEU,CAM,-32.299209383969334
2005.0,EEU,CAM,-32.299209383969334
2005.0,CAN,CAM,-32.299209383969334
2005.0,USA,CAM,-32.299209383969334
2005.0,FSU,CAM,-32.299209383969334
2005.0,JPK,CAM,-32.299209383969334
2005.0,SSA,LAM,-32.299209383969334
2005.0,SIS,LAM,-32.299209383969334
2005.0,MAF,LAM,-32.299209383969334
2005.0,FSU,LAM,-32.299209383969334
2005.0,MDE,LAM,-32.299209383969334
2005.0,WEU,LAM,-32.299209383969334
2005.0,SAS,LAM,-32.299209383969334
2005.0,CHI,LAM,-32.299209383969334
2005.0,JPK,LAM,-32.299209383969334
2005.0,SEA,LAM,-32.299209383969334
2005.0,CAM,LAM,-32.299209383969334
2005.0,ANZ,LAM,-32.299209383969334
2005.0,EEU,LAM,-32.299209383969334
2005.0,CAN,LAM,-32.299209383969334
2005.0,USA,LAM,-32.299209383969334
2005.0,SSA,ANZ,-32.299209383969334
2005.0,SIS,ANZ,-32.299209383969334
2005.0,MAF,ANZ,-32.299209383969334
2005.0,FSU,ANZ,-32.299209383969334
2005.0,MDE,ANZ,-32.299209383969334
2005.0,WEU,ANZ,-32.299209383969334
2005.0,SAS,ANZ,-32.299209383969334
2005.0,CHI,ANZ,-32.299209383969334
2005.0,JPK,ANZ,-32.299209383969334
2005.0,SEA,ANZ,-32.299209383969334
2005.0,CAM,ANZ,-32.299209383969334
2005.0,LAM,ANZ,-32.299209383969334
2005.0,EEU,ANZ,-32.299209383969334
2005.0,CAN,ANZ,-32.299209383969334
2005.0,USA,ANZ,-32.299209383969334
2005.0,SSA,EEU,-32.299209383969334
2005.0,SIS,EEU,-32.299209383969334
2005.0,MAF,EEU,-32.299209383969334
2005.0,FSU,EEU,-32.299209383969334
2005.0,MDE,EEU,-32.299209383969334
2005.0,WEU,EEU,-32.299209383969334
2005.0,SAS,EEU,-32.299209383969334
2005.0,CHI,EEU,-32.299209383969334
2005.0,JPK,EEU,-32.299209383969334
2005.0,SEA,EEU,-32.299209383969334
2005.0,CAM,EEU,-32.299209383969334
2005.0,LAM,EEU,-32.299209383969334
2005.0,ANZ,EEU,-32.299209383969334
2005.0,CAN,EEU,-32.299209383969334
2005.0,USA,EEU,-32.299209383969334
2005.0,SSA,CAN,-32.299209383969334
2005.0,SIS,CAN,-32.299209383969334
2005.0,MAF,CAN,-32.299209383969334
2005.0,FSU,CAN,-32.299209383969334
2005.0,MDE,CAN,-32.299209383969334
2005.0,WEU,CAN,-32.299209383969334
2005.0,SAS,CAN,-32.299209383969334
2005.0,CHI,CAN,-32.299209383969334
2005.0,JPK,CAN,-32.299209383969334
2005.0,SEA,CAN,-32.299209383969334
2005.0,CAM,CAN,-32.299209383969334
2005.0,LAM,CAN,-32.299209383969334
2005.0,ANZ,CAN,-32.299209383969334
2005.0,EEU,CAN,-32.299209383969334
2005.0,USA,CAN,-32.299209383969334
2005.0,SSA,USA,-32.299209383969334
2005.0,SIS,USA,-32.299209383969334
2005.0,MAF,USA,-32.299209383969334
2005.0,FSU,USA,-32.299209383969334
2005.0,MDE,USA,-32.299209383969334
2005.0,WEU,USA,-32.299209383969334
2005.0,SAS,USA,-32.299209383969334
2005.0,CHI,USA,-32.299209383969334
2005.0,JPK,USA,-32.299209383969334
2005.0,SEA,USA,-32.299209383969334
2005.0,CAM,USA,-32.299209383969334
2005.0,LAM,USA,-32.299209383969334
2005.0,ANZ,USA,-32.299209383969334
2005.0,EEU,USA,-32.299209383969334
2005.0,CAN,USA,-32.299209383969334
2010.0,MAF,SSA,-32.71923287538358
2010.0,WEU,SSA,-32.71923287538358
2010.0,LAM,SSA,-32.71923287538358
2010.0,EEU,SSA,-32.71923287538358
2010.0,FSU,SSA,-32.71923287538358
2010.0,CAN,SSA,-32.71923287538358
2010.0,USA,SSA,-32.71923287538358
2010.0,SSA,SIS,-32.71923287538358
2010.0,MAF,SIS,-32.71923287538358
2010.0,FSU,SIS,-32.71923287538358
2010.0,WEU,SIS,-32.71923287538358
2010.0,CAN,SIS,-32.71923287538358
2010.0,MDE,SSA,-32.71923287538358
2010.0,SEA,SSA,-32.71923287538358
2010.0,SIS,SSA,-32.71923287538358
2010.0,CAM,SSA,-32.71923287538358
2010.0,SAS,SSA,-32.71923287538358
2010.0,CHI,SSA,-32.71923287538358
2010.0,MDE,SIS,-32.71923287538358
2010.0,SAS,SIS,-32.71923287538358
2010.0,CHI,SIS,-32.71923287538358
2010.0,JPK,SIS,-32.71923287538358
2010.0,SEA,SIS,-32.71923287538358
2010.0,LAM,SIS,-32.71923287538358
2010.0,EEU,SIS,-32.71923287538358
2010.0,USA,SIS,-32.71923287538358
2010.0,JPK,SSA,-32.71923287538358
2010.0,SSA,MAF,-32.71923287538358
2010.0,WEU,MAF,-32.71923287538358
2010.0,FSU,MAF,-32.71923287538358
2010.0,MDE,MAF,-32.71923287538358
2010.0,SAS,MAF,-32.71923287538358
2010.0,SEA,MAF,-32.71923287538358
2010.0,CAM,MAF,-32.71923287538358
2010.0,LAM,MAF,-32.71923287538358
2010.0,EEU,MAF,-32.71923287538358
2010.0,CAN,MAF,-32.71923287538358
2010.0,USA,MAF,-32.71923287538358
2010.0,SIS,MAF,-32.71923287538358
2010.0,CHI,MAF,-32.71923287538358
2010.0,JPK,MAF,-32.71923287538358
2010.0,SSA,FSU,-32.71923287538358
2010.0,MAF,FSU,-32.71923287538358
2010.0,WEU,FSU,-32.71923287538358
2010.0,MDE,FSU,-32.71923287538358
2010.0,SAS,FSU,-32.71923287538358
2010.0,CHI,FSU,-32.71923287538358
2010.0,JPK,FSU,-32.71923287538358
2010.0,SEA,FSU,-32.71923287538358
2010.0,SIS,FSU,-32.71923287538358
2010.0,CAM,FSU,-32.71923287538358
2010.0,LAM,FSU,-32.71923287538358
2010.0,EEU,FSU,-32.71923287538358
2010.0,CAN,FSU,-32.71923287538358
2010.0,USA,FSU,-32.71923287538358
2010.0,SSA,WEU,-32.71923287538358
2010.0,SIS,WEU,-32.71923287538358
2010.0,MAF,WEU,-32.71923287538358
2010.0,FSU,WEU,-32.71923287538358
2010.0,MDE,WEU,-32.71923287538358
2010.0,SAS,WEU,-32.71923287538358
2010.0,CHI,WEU,-32.71923287538358
2010.0,JPK,WEU,-32.71923287538358
2010.0,SEA,WEU,-32.71923287538358
2010.0,CAM,WEU,-32.71923287538358
2010.0,LAM,WEU,-32.71923287538358
2010.0,EEU,WEU,-32.71923287538358
2010.0,CAN,WEU,-32.71923287538358
2010.0,USA,WEU,-32.71923287538358
2010.0,SSA,MDE,-32.71923287538358
2010.0,MAF,MDE,-32.71923287538358
2010.0,FSU,MDE,-32.71923287538358
2010.0,WEU,MDE,-32.71923287538358
2010.0,SAS,MDE,-32.71923287538358
2010.0,SEA,MDE,-32.71923287538358
2010.0,SIS,MDE,-32.71923287538358
2010.0,CAM,MDE,-32.71923287538358
2010.0,LAM,MDE,-32.71923287538358
2010.0,EEU,MDE,-32.71923287538358
2010.0,CAN,MDE,-32.71923287538358
2010.0,USA,MDE,-32.71923287538358
2010.0,CHI,MDE,-32.71923287538358
2010.0,JPK,MDE,-32.71923287538358
2010.0,SSA,SAS,-32.71923287538358
2010.0,MAF,SAS,-32.71923287538358
2010.0,FSU,SAS,-32.71923287538358
2010.0,WEU,SAS,-32.71923287538358
2010.0,MDE,SAS,-32.71923287538358
2010.0,CHI,SAS,-32.71923287538358
2010.0,JPK,SAS,-32.71923287538358
2010.0,SEA,SAS,-32.71923287538358
2010.0,CAM,SAS,-32.71923287538358
2010.0,LAM,SAS,-32.71923287538358
2010.0,EEU,SAS,-32.71923287538358
2010.0,CAN,SAS,-32.71923287538358
2010.0,USA,SAS,-32.71923287538358
2010.0,SIS,SAS,-32.71923287538358
2010.0,CAM,SIS,-32.71923287538358
2010.0,SSA,CHI,-32.71923287538358
2010.0,SIS,CHI,-32.71923287538358
2010.0,MAF,CHI,-32.71923287538358
2010.0,WEU,CHI,-32.71923287538358
2010.0,FSU,CHI,-32.71923287538358
2010.0,MDE,CHI,-32.71923287538358
2010.0,SAS,CHI,-32.71923287538358
2010.0,JPK,CHI,-32.71923287538358
2010.0,SEA,CHI,-32.71923287538358
2010.0,CAM,CHI,-32.71923287538358
2010.0,LAM,CHI,-32.71923287538358
2010.0,EEU,CHI,-32.71923287538358
2010.0,CAN,CHI,-32.71923287538358
2010.0,USA,CHI,-32.71923287538358
2010.0,SSA,JPK,-32.71923287538358
2010.0,SIS,JPK,-32.71923287538358
2010.0,MAF,JPK,-32.71923287538358
2010.0,WEU,JPK,-32.71923287538358
2010.0,MDE,JPK,-32.71923287538358
2010.0,FSU,JPK,-32.71923287538358
2010.0,SAS,JPK,-32.71923287538358
2010.0,CHI,JPK,-32.71923287538358
2010.0,SEA,JPK,-32.71923287538358
2010.0,CAM,JPK,-32.71923287538358
2010.0,LAM,JPK,-32.71923287538358
2010.0,EEU,JPK,-32.71923287538358
2010.0,CAN,JPK,-32.71923287538358
2010.0,USA,JPK,-32.71923287538358
2010.0,MDE,SEA,-32.71923287538358
2010.0,SAS,SEA,-32.71923287538358
2010.0,CHI,SEA,-32.71923287538358
2010.0,JPK,SEA,-32.71923287538358
2010.0,SIS,SEA,-32.71923287538358
2010.0,LAM,SEA,-32.71923287538358
2010.0,EEU,SEA,-32.71923287538358
2010.0,FSU,SEA,-32.71923287538358
2010.0,WEU,SEA,-32.71923287538358
2010.0,CAN,SEA,-32.71923287538358
2010.0,USA,SEA,-32.71923287538358
2010.0,SSA,SEA,-32.71923287538358
2010.0,MAF,SEA,-32.71923287538358
2010.0,CAM,SEA,-32.71923287538358
2010.0,SSA,CAM,-32.71923287538358
2010.0,MDE,CAM,-32.71923287538358
2010.0,SAS,CAM,-32.71923287538358
2010.0,CHI,CAM,-32.71923287538358
2010.0,SEA,CAM,-32.71923287538358
2010.0,SIS,CAM,-32.71923287538358
2010.0,LAM,CAM,-32.71923287538358
2010.0,WEU,CAM,-32.71923287538358
2010.0,CAN,CAM,-32.71923287538358
2010.0,USA,CAM,-32.71923287538358
2010.0,MAF,CAM,-32.71923287538358
2010.0,FSU,CAM,-32.71923287538358
2010.0,JPK,CAM,-32.71923287538358
2010.0,EEU,CAM,-32.71923287538358
2010.0,SSA,LAM,-32.71923287538358
2010.0,MAF,LAM,-32.71923287538358
2010.0,FSU,LAM,-32.71923287538358
2010.0,WEU,LAM,-32.71923287538358
2010.0,MDE,LAM,-32.71923287538358
2010.0,SAS,LAM,-32.71923287538358
2010.0,CHI,LAM,-32.71923287538358
2010.0,JPK,LAM,-32.71923287538358
2010.0,SEA,LAM,-32.71923287538358
2010.0,SIS,LAM,-32.71923287538358
2010.0,CAM,LAM,-32.71923287538358
2010.0,EEU,LAM,-32.71923287538358
2010.0,CAN,LAM,-32.71923287538358
2010.0,USA,LAM,-32.71923287538358
2010.0,SSA,EEU,-32.71923287538358
2010.0,MAF,EEU,-32.71923287538358
2010.0,FSU,EEU,-32.71923287538358
2010.0,WEU,EEU,-32.71923287538358
2010.0,MDE,EEU,-32.71923287538358
2010.0,SAS,EEU,-32.71923287538358
2010.0,CHI,EEU,-32.71923287538358
2010.0,JPK,EEU,-32.71923287538358
2010.0,SEA,EEU,-32.71923287538358
2010.0,SIS,EEU,-32.71923287538358
2010.0,CAM,EEU,-32.71923287538358
2010.0,LAM,EEU,-32.71923287538358
2010.0,CAN,EEU,-32.71923287538358
2010.0,USA,EEU,-32.71923287538358
2010.0,SSA,CAN,-32.71923287538358
2010.0,SIS,CAN,-32.71923287538358
2010.0,MAF,CAN,-32.71923287538358
2010.0,FSU,CAN,-32.71923287538358
2010.0,WEU,CAN,-32.71923287538358
2010.0,MDE,CAN,-32.71923287538358
2010.0,SAS,CAN,-32.71923287538358
2010.0,CHI,CAN,-32.71923287538358
2010.0,JPK,CAN,-32.71923287538358
2010.0,SEA,CAN,-32.71923287538358
2010.0,CAM,CAN,-32.71923287538358
2010.0,LAM,CAN,-32.71923287538358
2010.0,EEU,CAN,-32.71923287538358
2010.0,USA,CAN,-32.71923287538358
2010.0,SSA,USA,-32.71923287538358
2010.0,SIS,USA,-32.71923287538358
2010.0,MAF,USA,-32.71923287538358
2010.0,FSU,USA,-32.71923287538358
2010.0,WEU,USA,-32.71923287538358
2010.0,MDE,USA,-32.71923287538358
2010.0,SAS,USA,-32.71923287538358
2010.0,CHI,USA,-32.71923287538358
2010.0,JPK,USA,-32.71923287538358
2010.0,SEA,USA,-32.71923287538358
2010.0,CAM,USA,-32.71923287538358
2010.0,LAM,USA,-32.71923287538358
2010.0,EEU,USA,-32.71923287538358
2010.0,CAN,USA,-32.71923287538358
