year,originregion,destinationregion,fe_OrigCategorical,fe_DestCategorical,fe_YearCategorical
2000.0,USA,MAF,-48.393300205074745,-0.29806890428689314,-0.06668045562849301
2000.0,SSA,FSU,-54.40568897482562,-1.5830083543612723,-0.06668045562849301
2000.0,MAF,FSU,-51.40758985587273,-1.5830083543612723,-0.06668045562849301
2000.0,WEU,FSU,-52.970146213151395,-1.5830083543612723,-0.06668045562849301
2000.0,MDE,FSU,-51.44006891830045,-1.5830083543612723,-0.06668045562849301
2000.0,SEA,FSU,-52.022744063378475,-1.5830083543612723,-0.06668045562849301
2000.0,CAM,FSU,-52.90326465706343,-1.5830083543612723,-0.06668045562849301
2000.0,LAM,FSU,-53.12377900290987,-1.5830083543612723,-0.06668045562849301
2000.0,ANZ,FSU,-48.13835463494228,-1.5830083543612723,-0.06668045562849301
2000.0,EEU,FSU,-52.72052880070537,-1.5830083543612723,-0.06668045562849301
2000.0,CAN,FSU,-47.330973989564214,-1.5830083543612723,-0.06668045562849301
2000.0,USA,FSU,-48.393300205074745,-1.5830083543612723,-0.06668045562849301
2000.0,SAS,FSU,-52.70492881540335,-1.5830083543612723,-0.06668045562849301
2000.0,JPK,FSU,-50.715899219676274,-1.5830083543612723,-0.06668045562849301
2000.0,SIS,FSU,-50.77308550226084,-1.5830083543612723,-0.06668045562849301
2000.0,SSA,MDE,-54.40568897482562,0.3605526124192302,-0.06668045562849301
2000.0,MAF,MDE,-51.40758985587273,0.3605526124192302,-0.06668045562849301
2000.0,WEU,MDE,-52.970146213151395,0.3605526124192302,-0.06668045562849301
2000.0,SAS,MDE,-52.70492881540335,0.3605526124192302,-0.06668045562849301
2000.0,SIS,MDE,-50.77308550226084,0.3605526124192302,-0.06668045562849301
2000.0,CHI,MDE,-51.5963025043938,0.3605526124192302,-0.06668045562849301
2000.0,JPK,MDE,-50.715899219676274,0.3605526124192302,-0.06668045562849301
2000.0,SEA,MDE,-52.022744063378475,0.3605526124192302,-0.06668045562849301
2000.0,CAM,MDE,-52.90326465706343,0.3605526124192302,-0.06668045562849301
2000.0,LAM,MDE,-53.12377900290987,0.3605526124192302,-0.06668045562849301
2000.0,ANZ,MDE,-48.13835463494228,0.3605526124192302,-0.06668045562849301
2000.0,EEU,MDE,-52.72052880070537,0.3605526124192302,-0.06668045562849301
2000.0,FSU,MDE,-53.84309861088059,0.3605526124192302,-0.06668045562849301
2000.0,CAN,MDE,-47.330973989564214,0.3605526124192302,-0.06668045562849301
2000.0,USA,MDE,-48.393300205074745,0.3605526124192302,-0.06668045562849301
2000.0,SSA,WEU,-54.40568897482562,-0.8018329935571487,-0.06668045562849301
2000.0,SIS,WEU,-50.77308550226084,-0.8018329935571487,-0.06668045562849301
2000.0,MAF,WEU,-51.40758985587273,-0.8018329935571487,-0.06668045562849301
2000.0,FSU,WEU,-53.84309861088059,-0.8018329935571487,-0.06668045562849301
2000.0,MDE,WEU,-51.44006891830045,-0.8018329935571487,-0.06668045562849301
2000.0,SAS,WEU,-52.70492881540335,-0.8018329935571487,-0.06668045562849301
2000.0,CHI,WEU,-51.5963025043938,-0.8018329935571487,-0.06668045562849301
2000.0,JPK,WEU,-50.715899219676274,-0.8018329935571487,-0.06668045562849301
2000.0,SEA,WEU,-52.022744063378475,-0.8018329935571487,-0.06668045562849301
2000.0,CAM,WEU,-52.90326465706343,-0.8018329935571487,-0.06668045562849301
2000.0,LAM,WEU,-53.12377900290987,-0.8018329935571487,-0.06668045562849301
2000.0,ANZ,WEU,-48.13835463494228,-0.8018329935571487,-0.06668045562849301
2000.0,EEU,WEU,-52.72052880070537,-0.8018329935571487,-0.06668045562849301
2000.0,CAN,WEU,-47.330973989564214,-0.8018329935571487,-0.06668045562849301
2000.0,USA,WEU,-48.393300205074745,-0.8018329935571487,-0.06668045562849301
2000.0,CHI,FSU,-51.5963025043938,-1.5830083543612723,-0.06668045562849301
2000.0,SIS,SAS,-50.77308550226084,-2.701237788627651,-0.06668045562849301
2000.0,SSA,SAS,-54.40568897482562,-2.701237788627651,-0.06668045562849301
2000.0,MAF,SAS,-51.40758985587273,-2.701237788627651,-0.06668045562849301
2000.0,MDE,SAS,-51.44006891830045,-2.701237788627651,-0.06668045562849301
2000.0,WEU,SAS,-52.970146213151395,-2.701237788627651,-0.06668045562849301
2000.0,CHI,SAS,-51.5963025043938,-2.701237788627651,-0.06668045562849301
2000.0,JPK,SAS,-50.715899219676274,-2.701237788627651,-0.06668045562849301
2000.0,SEA,SAS,-52.022744063378475,-2.701237788627651,-0.06668045562849301
2000.0,CAM,SAS,-52.90326465706343,-2.701237788627651,-0.06668045562849301
2000.0,LAM,SAS,-53.12377900290987,-2.701237788627651,-0.06668045562849301
2000.0,ANZ,SAS,-48.13835463494228,-2.701237788627651,-0.06668045562849301
2000.0,EEU,SAS,-52.72052880070537,-2.701237788627651,-0.06668045562849301
2000.0,FSU,SAS,-53.84309861088059,-2.701237788627651,-0.06668045562849301
2000.0,CAN,SAS,-47.330973989564214,-2.701237788627651,-0.06668045562849301
2000.0,USA,SAS,-48.393300205074745,-2.701237788627651,-0.06668045562849301
2000.0,SSA,CHI,-54.40568897482562,-2.186328850138068,-0.06668045562849301
2000.0,SIS,CHI,-50.77308550226084,-2.186328850138068,-0.06668045562849301
