USA,USA,0.0
USA,CAN,316649.0
USA,WEU,644558.0
USA,JPK,131808.0
USA,ANZ,127203.0
USA,EEU,47110.0
USA,FSU,10457.0
USA,MDE,148718.0
USA,CAM,991452.0
USA,LAM,155417.0
USA,SAS,50556.0
USA,SEA,127483.0
USA,CHI,86720.0
USA,MAF,20481.0
USA,SSA,52717.0
USA,SIS,119786.0
CAN,USA,783206.0
CAN,CAN,0.0
CAN,WEU,235883.0
CAN,JPK,32550.0
CAN,ANZ,61544.0
CAN,EEU,14494.0
CAN,FSU,1234.0
CAN,MDE,12072.0
CAN,CAM,16849.0
CAN,LAM,17882.0
CAN,SAS,1918.0
CAN,SEA,20727.0
CAN,CHI,35350.0
CAN,MAF,4720.0
CAN,SSA,17672.0
CAN,SIS,19627.0
WEU,USA,2.683695e6
WEU,CAN,1.837903e6
WEU,WEU,1.2572254e7
WEU,JPK,62495.0
WEU,ANZ,2.356757e6
WEU,EEU,715619.0
WEU,FSU,527995.0
WEU,MDE,723139.0
WEU,CAM,92555.0
WEU,LAM,1.012264e6
WEU,SAS,65826.0
WEU,SEA,258198.0
WEU,CHI,95386.0
WEU,MAF,127505.0
WEU,SSA,757087.0
WEU,SIS,180359.0
JPK,USA,1.396883e6
JPK,CAN,169994.0
JPK,WEU,247247.0
JPK,JPK,617693.0
JPK,ANZ,206050.0
JPK,EEU,11273.0
JPK,FSU,41066.0
JPK,MDE,3923.0
JPK,CAM,12822.0
JPK,LAM,102161.0
JPK,SAS,16432.0
JPK,SEA,308096.0
JPK,CHI,315449.0
JPK,MAF,3522.0
JPK,SSA,8175.0
JPK,SIS,13643.0
ANZ,USA,126784.0
ANZ,CAN,36767.0
ANZ,WEU,336582.0
ANZ,JPK,25531.0
ANZ,ANZ,674126.0
ANZ,EEU,9101.0
ANZ,FSU,1168.0
ANZ,MDE,8964.0
ANZ,CAM,1342.0
ANZ,LAM,6230.0
ANZ,SAS,1295.0
ANZ,SEA,93484.0
ANZ,CHI,28875.0
ANZ,MAF,1460.0
ANZ,SSA,20880.0
ANZ,SIS,13938.0
EEU,USA,1.175596e6
EEU,CAN,627771.0
EEU,WEU,1.1342496e7
EEU,JPK,1240.0
EEU,ANZ,327486.0
EEU,EEU,2.753456e6
EEU,FSU,339091.0
EEU,MDE,985119.0
EEU,CAM,4147.0
EEU,LAM,44140.0
EEU,SAS,0.0
EEU,SEA,950.0
EEU,CHI,2790.0
EEU,MAF,4106.0
EEU,SSA,85828.0
EEU,SIS,2824.0
FSU,USA,1.167814e6
