originregion,destinationregion,remshare_reg,ypc_orig_reg,ypc_dest_reg,ypc_ratio_reg,remcost_reg,log_remshare_reg,OrigCategorical,DestCategorical,residual_ratio,residual_dest,exp_residual
LAM,SIS,0.09975200166837539,2.1891536186005043,2.1568473080411086,-0.032306310559396055,0.06180897405438803,-2.3050681565626197,LAM,SIS,-0.42794564625823606,-0.42794564625817744,0.6518468441509009
LAM,LAM,0.12238613123018059,2.1891536186005034,2.1891536186005056,2.2204460492503107e-15,0.04105887724556801,-2.100574222266597,LAM,LAM,0.022606056247282957,0.022606056247220785,1.0228635094773997
LAM,FSU,0.11630337588513377,2.189153618600503,2.1325937836729008,-0.05655983492760214,0.06180897405438803,-2.151553192491584,LAM,FSU,-0.3127347986775839,-0.31273479867751464,0.7314438667300251
LAM,ANZ,0.030570551646697617,2.1891536186005043,2.378254423210608,0.189100804610104,0.06180897405438803,-3.4877180978808218,LAM,ANZ,-1.260922533776177,-1.2609225337761787,0.28339246674697943
LAM,MDE,0.040036829286284624,2.189153618600503,2.2648764957683998,0.07572287716789684,0.06180897405438803,-3.2179555163249343,LAM,MDE,-1.1702201693768717,-1.1702201693768397,0.3102986154913226
LAM,CAM,0.16628932725968523,2.1891536186005043,2.151880109956804,-0.03727350864370002,0.06180897405438803,-1.794026072475408,LAM,CAM,0.07525163427945847,0.07525163427952064,1.0781554176148518
LAM,SEA,0.1519965522320177,2.189153618600503,2.124727150099384,-0.06442646850111887,0.06180897405438803,-1.8838974410772107,LAM,SEA,-0.057502992097475,-0.05750299209740395,0.9441190654859241
LAM,CAN,0.040115025189626494,2.189153618600504,2.3716568817588697,0.18250326315836574,0.09536153846153844,-3.2160043218413668,LAM,CAN,-1.3149979284319082,-1.3149979284317324,0.26847487940265413
LAM,CHI,0.1498985516351661,2.1891536186005043,2.276561468341496,0.08740784974099132,0.06180897405438803,-1.897796536127295,LAM,CHI,0.16839314116187154,0.1683931411618964,1.183401763150648
LAM,JPK,0.10865189191884493,2.1891536186005043,2.344845494809531,0.1556918762090268,0.0872793103448276,-2.219606159464483,LAM,JPK,-0.28497654570029063,-0.2849765457001485,0.7520318924939339
LAM,USA,0.05691631520943999,2.189153618600504,2.3973736443904943,0.20822002578999024,0.040978728860363425,-2.8661732441623657,LAM,USA,-0.41339323168734143,-0.413393231687464,0.6614021474020201
