period,scen,fundregion,popmig,inmig,outmig,index
2040,SSP1,CAN,41150.17524022035,1122.4799812168437,274.2677063184577,2
2040,SSP1,WEU,425944.03882229293,7537.215063422723,3246.24457008533,3
2040,SSP1,JPK,163533.2865444718,621.6866572359627,316.50708295409,4
2040,SSP1,ANZ,34436.72802650958,1023.0292840704387,348.12192437776974,5
2040,SSP1,EEU,101644.14527274646,571.0944976599039,1159.01056486367,6
2040,SSP1,FSU,292145.6792899762,3554.565148931733,2899.83956854219,7
2040,SSP1,MDE,409409.07732478704,5039.297980241753,3454.9810220788745,8
2040,SSP1,CAM,207253.61571310819,303.50645908345393,2379.0368924569752,9
2040,SSP1,LAM,471880.5526724865,719.3358942468508,1524.9206116919506,10
2040,SSP1,SAS,2.0947854311505836e6,2657.605158337389,6389.79319987159,11
2040,SSP1,SEA,764750.008303144,1731.8603659575815,2970.3220276629654,12
2040,SSP1,CHI,1.3842162141567182e6,628.10206270215,1313.1202670607734,13
2040,SSP1,MAF,237588.82451791587,208.7614997565814,1422.7371949533213,14
2040,SSP1,SSA,1.4240948057908304e6,4401.5744264019095,7014.037564475811,15
2040,SSP1,SIS,45906.72052442149,122.69866853549064,723.6789204275121,16
2045,SSP1,USA,367626.8541098943,5878.909056258783,1035.1211290810043,1
2045,SSP1,CAN,41854.29899375922,1137.3392407791735,278.54439129904,2
2045,SSP1,WEU,425933.9768364381,7637.720658202906,3242.3233472449024,3
2045,SSP1,JPK,158772.9965605812,630.2088576068469,307.0275441529642,4
2045,SSP1,ANZ,35383.93498027791,1036.5396595900802,357.0041680237078,5
2045,SSP1,EEU,98242.64835873418,578.7007926863662,1109.5465457572298,6
2045,SSP1,FSU,290780.62578155636,3602.4024700854843,2876.439275054023,7
2045,SSP1,MDE,420506.7965719175,5105.880687229553,3548.6997365141506,8
2045,SSP1,CAM,209608.0371224861,307.5321287599757,2393.9118939560894,9
2045,SSP1,LAM,474891.56590390374,728.9138646942687,1535.0338643054222,10
2045,SSP1,SAS,2.1290012990255696e6,2691.4174033947006,6519.105990205714,11
2045,SSP1,SEA,769745.5623599343,1754.9281716814103,2989.6139566227052,12
2045,SSP1,CHI,1.3554198524685858e6,637.2162865108243,1290.8494073200209,13
2045,SSP1,MAF,244414.9126187259,211.49675411819914,1451.667919743411,14
2045,SSP1,SSA,1.4869958271228299e6,4458.984900855544,7282.193619427186,15
2045,SSP1,SIS,45560.73190453976,124.32652022581667,712.2654019209252,16
2050,SSP1,USA,371690.3600408753,5921.94167491824,1046.255170769443,1
2050,SSP1,CAN,42475.903803001194,1145.9563018183437,282.4645388086102,2
2050,SSP1,WEU,425006.51635323116,7696.316877482631,3230.9401047254696,3
2050,SSP1,JPK,153768.37523647008,635.2508500209346,296.87781583996417,4
2050,SSP1,ANZ,36272.843555954576,1044.3672332347023,365.3744389807381,5
2050,SSP1,EEU,94737.43419828583,583.1384020587523,1060.029888582119,6
2050,SSP1,FSU,289017.9757825749,3630.275143862139,2848.1682131953003,7
2050,SSP1,MDE,428991.02835286956,5144.494867124163,3617.537263982016,8
2050,SSP1,CAM,210651.82050935307,309.8782045961617,2393.3374113213563,9
2050,SSP1,LAM,475199.02046410117,734.5063112838922,1536.463294965387,10
2050,SSP1,SAS,2.149394988905142e6,2710.8598645758652,6600.755471476308,11
2050,SSP1,SEA,770445.7206421773,1768.3978369729004,2991.829570993729,12
2050,SSP1,CHI,1.320015036870941e6,642.8341756759941,1263.4113973504543,13
2050,SSP1,MAF,249943.3766001271,213.07441840735942,1473.0876133793777,14
2050,SSP1,SSA,1.5399875189326457e6,4492.055070356028,7494.373355181896,15
2050,SSP1,SIS,44947.26400394037,125.27411361440556,696.6091161178354,16
2055,SSP1,USA,374921.3643125847,5928.378288293822,1056.4133140831027,1
2055,SSP1,CAN,43009.35707889377,1147.7214452393366,286.10039768108163,2
2055,SSP1,WEU,422842.9464658784,7708.910750071129,3210.5254684040847,3
2055,SSP1,JPK,148545.07119006466,636.4731264703674,286.1461275705243,4
2055,SSP1,ANZ,37083.425169651025,1045.9592893250058,373.0308056802006,5
2055,SSP1,EEU,91145.4359304339,584.097136466455,1010.4624497624817,6
2055,SSP1,FSU,286487.2007844104,3636.3368702916955,2811.13355071904,7
2055,SSP1,MDE,434421.6800763862,5152.2863816186145,3658.8594663687027,8
2055,SSP1,CAM,210353.83411307767,310.37757458127595,2377.5144656458133,9
2055,SSP1,LAM,472932.53347097844,735.7152749005886,1529.768086313566,10
2055,SSP1,SAS,2.1566467033588025e6,2714.144526344421,6634.151779586123,11
2055,SSP1,SEA,766954.3989745114,1771.319138028771,2977.4890537069523,12
2055,SSP1,CHI,1.2767041809104215e6,644.6228546401608,1230.6263863546928,13
2055,SSP1,MAF,253896.90471302098,213.37842962311856,1484.9196075945474,14
2055,SSP1,SSA,1.5806694412166881e6,4498.405740306819,7638.321299242791,15
2055,SSP1,SIS,44068.2820718872,125.47387436277793,677.0628039119556,16
2060,SSP1,USA,377802.38065188716,5900.3210469300875,1066.5870076293788,1
2060,SSP1,CAN,43478.971998592184,1143.0575400313166,289.78393447883855,2
2060,SSP1,WEU,419506.1572631321,7678.350850729736,3183.4114394041244,3
2060,SSP1,JPK,143137.65995831118,634.1238766467219,274.7580192158566,4
2060,SSP1,ANZ,37806.111935014545,1041.7077282846517,379.9521341952798,5
2060,SSP1,EEU,87490.57833462894,581.7955703789873,959.7746134798529,6
2060,SSP1,FSU,283231.5546107238,3622.03911254318,2763.9091907033876,7
2060,SSP1,MDE,436903.2626843354,5131.189713296374,3674.6947538557915,8
2060,SSP1,CAM,208821.371684691,309.1468624714611,2347.049374978767,9
2060,SSP1,LAM,468435.66916216706,732.8106550861047,1515.7564928126335,10
2060,SSP1,SAS,2.1528544647184266e6,2702.191626096447,6625.966375893644,11
2060,SSP1,SEA,759692.2498942346,1764.3485211156326,2948.823407969419,12
2060,SSP1,CHI,1.2266399462973105e6,642.8000139408056,1194.07764118748,13
2060,SSP1,MAF,256271.32250897787,212.48869995181732,1486.721096944179,14
2060,SSP1,SSA,1.6086683702968871e6,4479.738837439079,7712.945584188207,15
2060,SSP1,SIS,42949.6623567756,124.97248199316788,654.0624404140655,16
2065,SSP1,USA,380727.2665628734,5843.781455160494,1077.0642445152735,1
2065,SSP1,CAN,43951.96255570682,1133.0901835898217,293.7591266458336,2
2065,SSP1,WEU,415490.0767145351,7612.1457931828245,3155.0999776295857,3
2065,SSP1,JPK,137493.85062751634,628.8344985466061,262.80659605739027,4
2065,SSP1,ANZ,38453.99519187713,1032.6397745673491,386.3014454003326,5
2065,SSP1,EEU,83723.9325386269,576.8061146740316,908.0347826002314,6
2065,SSP1,FSU,279401.45658107114,3590.9832737622683,2708.4878013165567,7
2065,SSP1,MDE,436886.7751886298,5086.211746594476,3669.6769749086448,8
2065,SSP1,CAM,206151.18267936303,306.4901191299928,2304.0826088066515,9
2065,SSP1,LAM,462234.2357410611,726.5155619867602,1495.5088277178322,10
2065,SSP1,SAS,2.13934639259596e6,2677.739263313449,6582.239155974463,11
2065,SSP1,SEA,749299.7541417456,1749.224945483034,2907.819145382671,12
2065,SSP1,CHI,1.1727074718164583e6,637.9733185797411,1155.6371315952738,13
2065,SSP1,MAF,257253.72448259805,210.61409944354446,1479.6093908134906,14
2065,SSP1,SSA,1.6253976357232558e6,4440.460930689496,7727.644226759158,15
2065,SSP1,SIS,41621.29635539114,123.89263701444347,628.5305619818748,16
2070,SSP1,USA,383802.6450025991,5763.889865121406,1087.2326723456308,1
2070,SSP1,CAN,44474.67164882515,1118.7475279899982,297.9030236025089,2
2070,SSP1,WEU,411499.6235781136,7516.449265100112,3130.370303251004,3
2070,SSP1,JPK,131594.01555488186,621.115114410249,250.57609728933716,4
2070,SSP1,ANZ,39051.58394338242,1019.5973184803884,392.14620935924745,5
2070,SSP1,EEU,79888.49665317188,569.5975761495384,856.5478442640801,6
2070,SSP1,FSU,275163.5531292498,3546.0651082763766,2648.284737024702,7
2070,SSP1,MDE,434801.37117590534,5021.496846912101,3647.3995528564237,8
2070,SSP1,CAM,202478.70013659942,302.65616667330676,2250.593595896533,9
2070,SSP1,LAM,454552.6767229365,717.4214902767108,1469.4154675908667,10
2070,SSP1,SAS,2.1167193309411723e6,2643.238363986282,6504.919036667086,11
2070,SSP1,SEA,736321.1569741542,1727.371061168754,2855.9268501441993,12
2070,SSP1,CHI,1.1180423725284156e6,630.6319631849638,1117.1235369176509,13
2070,SSP1,MAF,256983.22124552738,207.92699501253776,1465.3303967134073,14
2070,SSP1,SSA,1.6324233094345704e6,4384.191784019568,7689.624985754316,15
2070,SSP1,SIS,40139.79628816219,122.33521371680837,601.4456804182578,16
2075,SSP1,USA,386774.60942296963,5662.7752165354095,1096.0013895702782,1
2075,SSP1,CAN,45029.432845707364,1100.382111248369,301.8053446445636,2
2075,SSP1,WEU,408021.97022068617,7393.581666973335,3109.96204501,3
2075,SSP1,JPK,125547.12938594696,611.1465178818781,238.45039791954574,4
2075,SSP1,ANZ,39606.567056470536,1002.8932739241204,397.5435137512963,5
2075,SSP1,EEU,76054.19625095173,560.343657284895,806.8313715266393,6
2075,SSP1,FSU,270632.0270724022,3488.3214336120127,2585.6681629753894,7
2075,SSP1,MDE,430813.5166953166,4938.562873331345,3610.3392771614012,8
2075,SSP1,CAM,197926.14415537758,297.7360979862844,2188.251586961055,9
2075,SSP1,LAM,445436.69445762143,705.7482534603074,1437.729786124884,10
2075,SSP1,SAS,2.0847102529739668e6,2599.6332385891137,6393.031739086562,11
2075,SSP1,SEA,721140.1171530508,1699.3199577964933,2793.847379621243,12
2075,SSP1,CHI,1.064695917725693e6,620.9546424778968,1079.1524368703717,13
2075,SSP1,MAF,255579.1061813752,204.4909916096296,1445.4970852599063,14
2075,SSP1,SSA,1.6299033337819155e6,4312.289074716565,7600.832911149619,15
2075,SSP1,SIS,38556.78249403346,120.33768896001392,572.6437961634612,16
2080,SSP1,USA,389236.44465691317,5540.7814025377,1102.3651222149022,1
2080,SSP1,CAN,45548.94829941407,1078.0150321481406,305.08186744095974,2
2080,SSP1,WEU,405026.9877450017,7243.699598848336,3089.0371654134005,3
2080,SSP1,JPK,119568.67358331065,598.9226056874763,226.9379672350123,4
2080,SSP1,ANZ,40117.11299220922,982.5419339247105,402.20541369450143,5
2080,SSP1,EEU,72289.79621915819,549.0508379767119,759.2656165054212,6
2080,SSP1,FSU,265878.2672105926,3417.748856652474,2521.7317710194347,7
2080,SSP1,MDE,425069.6023695342,4837.503928415422,3560.3150266136804,8
2080,SSP1,CAM,192625.14303800935,291.7327130304226,2118.3028976957867,9
2080,SSP1,LAM,434977.8549946437,691.5039985427314,1401.4424805645413,10
2080,SSP1,SAS,2.0435385716200045e6,2546.8965984037186,6247.73548763504,11
2080,SSP1,SEA,703907.6366150684,1665.0893046813885,2722.411770271407,12
2080,SSP1,CHI,1.0126388075752788e6,608.9568102446884,1041.1930705828117,13
2080,SSP1,MAF,253150.77659602667,200.30933940961484,1421.0903493090498,14
2080,SSP1,SSA,1.6169749440809393e6,4224.822312243161,7458.892029523336,15
2080,SSP1,SIS,36905.876678244815,117.90194149295336,543.1272973428307,16
2085,SSP1,USA,390842.59183578566,5398.958446803162,1105.6007934937325,1
2085,SSP1,CAN,45968.23279557152,1051.8110079441246,307.44805676005296,2
2085,SSP1,WEU,402007.73613910045,7067.91830982333,3065.474614260732,3
2085,SSP1,JPK,113937.6843552874,584.5271411986955,216.22157412770179,4
2085,SSP1,ANZ,40548.93191446537,958.6931565172538,405.49657161313394,5
2085,SSP1,EEU,68661.15412206089,535.7990482712224,713.3349916522668,6
2085,SSP1,FSU,261032.50843684253,3334.837246998914,2459.572348176969,7
2085,SSP1,MDE,417774.73351377016,4719.021457872756,3499.275118269945,8
2085,SSP1,CAM,186692.99070938604,284.68824262155164,2041.6300747996872,9
2085,SSP1,LAM,423355.852706662,674.7874327591878,1361.4666816832987,10
2085,SSP1,SAS,1.9942387862138182e6,2485.246560216853,6071.532175655886,11
2085,SSP1,SEA,684804.8712852849,1624.9234252675221,2642.3862844388764,12
2085,SSP1,CHI,960683.2564925217,594.7305581626134,1003.3484168812274,13
2085,SSP1,MAF,249821.76081431485,195.4111424021594,1392.5571768085508,14
2085,SSP1,SSA,1.5931563393954213e6,4122.418067735756,7262.299105514073,15
2085,SSP1,SIS,35194.773578299086,115.04527338897434,513.1601890633041,16
2090,SSP1,USA,391362.3285541036,5239.814884574735,1105.8352356960615,1
2090,SSP1,CAN,46246.81920338721,1022.2495583163886,308.06585753922917,2
2090,SSP1,WEU,398709.6941741417,6869.388703614418,3037.969594670983,3
2090,SSP1,JPK,108735.56454301496,568.2260079821954,206.13007256462942,4
2090,SSP1,ANZ,40840.54209187899,931.7708334722956,406.9240143325409,5
2090,SSP1,EEU,65229.68374225966,520.8234551678203,671.0772197135367,6
2090,SSP1,FSU,256305.89851368987,3241.063050143121,2400.699745870092,7
2090,SSP1,MDE,409284.31676247483,4585.261663971562,3429.3746591576846,8
2090,SSP1,CAM,180220.26524494958,276.72953581630793,1958.635113351807,9
2090,SSP1,LAM,410872.6946791758,655.8948107740503,1318.6507773391163,10
2090,SSP1,SAS,1.9381617240444245e6,2415.7477056381094,5868.307698736334,11
2090,SSP1,SEA,663982.9035838785,1579.533639741835,2555.3754991270885,12
2090,SSP1,CHI,908902.508052947,578.515207345103,967.1031963767286,13
2090,SSP1,MAF,245718.95696678976,189.88440249964242,1360.1972208269349,14
2090,SSP1,SSA,1.5585089448418592e6,4006.8984262078266,7014.718655652943,15
2090,SSP1,SIS,33424.66197920321,111.818679159261,482.9308546665723,16
2095,SSP1,USA,390862.8366447377,5066.111455961432,1103.645372430793,1
2095,SSP1,CAN,46277.78715116298,989.8814420434786,305.62504485279607,2
2095,SSP1,WEU,394876.21102266636,6651.682424465364,3005.262586251508,3
2095,SSP1,JPK,103862.70872226452,550.3234674467129,196.53310792319897,4
2095,SSP1,ANZ,40957.5353495006,902.2753305963421,404.7028548163744,5
2095,SSP1,EEU,62037.52665109495,504.3933180650934,633.2179071138065,6
2095,SSP1,FSU,251911.20383608068,3138.1232515659835,2343.8644946152945,7
2095,SSP1,MDE,400049.84205883805,4438.847792805282,3351.6929057294697,8
2095,SSP1,CAM,173244.0264971779,268.0019378965765,1870.4268886160119,9
2095,SSP1,LAM,397879.0866565599,635.169200006721,1273.9363269238693,10
2095,SSP1,SAS,1.8763429265816358e6,2339.6937585770174,5642.771234755996,11
2095,SSP1,SEA,641783.222711176,1529.7241882426872,2463.6944983267717,12
2095,SSP1,CHI,859451.1149584425,560.5885529182268,933.6819784932106,13
2095,SSP1,MAF,240966.38564605656,183.83412838186698,1324.1543878345515,14
2095,SSP1,SSA,1.5142361686490616e6,3880.343731063161,6726.693955915191,15
2095,SSP1,SIS,31604.16638428728,108.2814964749328,452.2820013564401,16
2100,SSP1,USA,389556.420581042,0.0,0.0,1
2100,SSP1,CAN,45900.45469930588,0.0,0.0,2
2100,SSP1,WEU,390249.1636052484,0.0,0.0,3
2100,SSP1,JPK,99252.91974257937,0.0,0.0,4
2100,SSP1,ANZ,40730.94451605636,0.0,0.0,5
2100,SSP1,EEU,59110.64654897741,0.0,0.0,6
2100,SSP1,FSU,247822.82155113464,0.0,0.0,7
2100,SSP1,MDE,390333.0084195462,0.0,0.0,8
2100,SSP1,CAM,165843.5062262588,0.0,0.0,9
2100,SSP1,LAM,384607.4738803728,0.0,0.0,10
2100,SSP1,SAS,1.8095295187971122e6,0.0,0.0,11
2100,SSP1,SEA,618661.976026006,0.0,0.0,12
2100,SSP1,CHI,814215.4128719352,0.0,0.0,13
2100,SSP1,MAF,235614.50248046473,0.0,0.0,14
2100,SSP1,SSA,1.4624041992619063e6,0.0,0.0,15
2100,SSP1,SIS,29761.692179753627,0.0,0.0,16
2015,SSP2,USA,319906.91356200015,4945.984358518324,902.2965086348368,1
2015,SSP2,CAN,35947.06824899994,957.4236360656986,240.171999742207,2
2015,SSP2,WEU,417639.6639485538,6423.703999931793,3172.7382726328083,3
2015,SSP2,JPK,178560.66608100006,528.6030262886889,341.91104397571127,4
2015,SSP2,ANZ,28413.340061000043,872.7671402269236,288.7956933702667,5
2015,SSP2,EEU,115467.778619,486.92009988521494,1363.896714023295,6
2015,SSP2,FSU,293533.2287003336,3025.8852421601987,2911.5506949511005,7
2015,SSP2,MDE,319836.4064930641,4297.135711629819,2676.9169596275824,8
2015,SSP2,CAM,176314.84297000009,258.89335381662795,2069.0794094070116,9
2015,SSP2,LAM,416151.84039000014,613.369735541805,1339.684491852831,10
2015,SSP2,SAS,1.7435983427200012e6,2274.519808137217,5129.710079336217,11
2015,SSP2,SEA,666053.4579182011,1477.0420087436348,2573.5577787405755,12
2015,SSP2,CHI,1.4078805747460015e6,532.189408202408,1308.4756651913108,13
2015,SSP2,MAF,185966.89175866666,178.15308437558406,1156.8054059993947,14
2015,SSP2,SSA,992543.9245538912,3759.1197566805117,4963.807409791821,15
2015,SSP2,SIS,43236.17417896006,104.63797636694684,707.2769080198663,16
2020,SSP2,USA,331330.1011605106,5238.922947183686,934.5275524892452,1
2020,SSP2,CAN,37303.67677925634,1013.4401709038037,249.04429756011513,2
2020,SSP2,WEU,421790.73834311945,6801.3457717167685,3204.722146324518,3
2020,SSP2,JPK,177422.55990539637,560.0398936893996,340.3457003622326,4
2020,SSP2,ANZ,29916.01885758225,923.7829303294271,303.70848771946896,5
2020,SSP2,EEU,113535.3939182912,515.4613498490143,1330.18064756872,6
2020,SSP2,FSU,296310.46921974444,3204.5967106227463,2945.5928549561268,7
2020,SSP2,MDE,346797.387101507,4550.4537669859765,2907.4454178913556,8
2020,SSP2,CAM,187060.20372231008,274.04505177823245,2183.179848750032,9
2020,SSP2,LAM,435543.94800054235,649.3430791410723,1403.2387246240837,10
2020,SSP2,SAS,1.8536945270900656e6,2406.6932689976206,5513.670284625836,11
2020,SSP2,SEA,699773.4173463761,1563.4555307813798,2709.9466628145183,12
2020,SSP2,CHI,1.4279024232762805e6,564.2193002728343,1330.5298768063585,13
2020,SSP2,MAF,200780.36710384034,188.59448299680346,1239.9770740912793,14
2020,SSP2,SSA,1.1276074230370068e6,3977.5910864516736,5637.200673048512,15
2020,SSP2,SIS,44821.642638368125,110.77449865980951,726.1850594002591,16
2025,SSP2,USA,342916.87785341224,5511.864267467521,966.6165930954224,1
2025,SSP2,CAN,38670.1978649831,1065.7635766984783,257.904304540175,2
2025,SSP2,WEU,425550.6786130247,7154.128904320883,3233.5987344818436,3
2025,SSP2,JPK,175303.101668419,589.4475553484515,336.84910951768995,4
2025,SSP2,ANZ,31425.387374071575,971.4341355132586,318.53470208595854,5
2025,SSP2,EEU,111248.29042627089,542.1279557801616,1292.148210512352,6
2025,SSP2,FSU,297136.660833732,3371.7876367283607,2955.105983085491,7
2025,SSP2,MDE,371737.2134905294,4786.8717125191315,3122.2579596435808,8
2025,SSP2,CAM,196869.84196742257,288.1993706869667,2285.420790021799,9
2025,SSP2,LAM,452053.15601350006,682.9654138603989,1458.089375444189,10
2025,SSP2,SAS,1.955504274175723e6,2530.2174692565177,5886.201968400048,11
2025,SSP2,SEA,729031.4902173608,1644.229215685637,2829.5989458669897,12
2025,SSP2,CHI,1.4377948953678238e6,594.3028306700951,1340.564160716726,13
2025,SSP2,MAF,213530.82888870034,198.34536450435058,1308.7616570419482,14
2025,SSP2,SSA,1.2658116267164184e6,4181.336160272416,6316.664315125613,15
2025,SSP2,SIS,46076.59302131176,116.50551665708417,739.430876484926,16
2030,SSP2,USA,354358.92654475203,5762.349137507984,997.5752386860579,1
2030,SSP2,CAN,39965.43022072581,1113.92210553759,266.0601730149878,2
2030,SSP2,WEU,428977.40003557486,7478.802520282343,3258.5577337317613,3
2030,SSP2,JPK,172432.9680245032,616.5447795847883,331.79488658830707,4
2030,SSP2,ANZ,32882.984168291536,1015.2877278461608,332.537374488087,5
2030,SSP2,EEU,108568.52282660923,566.6763836124062,1248.8821372265054,6
2030,SSP2,FSU,296365.88984169514,3525.8760061274725,2943.8915333556033,7
2030,SSP2,MDE,394750.2452975813,5004.286555846136,3321.533438230257,8
2030,SSP2,CAM,205545.93638000602,301.2268604566894,2373.488206343266,9
2030,SSP2,LAM,465622.9655110716,713.9251801763656,1503.929029169512,10
2030,SSP2,SAS,2.0477550783049145e6,2643.7170376479557,6238.746066138936,11
2030,SSP2,SEA,753140.7809151637,1718.6218281983645,2929.3509112457336,12
2030,SSP2,CHI,1.4316859906077837e6,622.2446289770817,1339.3802624446005,13
2030,SSP2,MAF,224487.05818760803,207.31562836434964,1364.7707214921486,14
2030,SSP2,SSA,1.407108404853527e6,4368.473120902239,6998.925865025791,15
2030,SSP2,SIS,47013.71986241269,121.77908991420175,747.1501903168414,16
2035,SSP2,USA,365065.5936730617,5990.189900103596,1025.8794970791366,1
2035,SSP2,CAN,41137.76694819793,1157.8026612553242,273.18752136970477,2
2035,SSP2,WEU,432215.2136612867,7774.596613886089,3280.35585567163,3
2035,SSP2,JPK,168877.00280205611,641.2668155929163,325.11674135530797,4
2035,SSP2,ANZ,34264.9258548443,1055.2381839285695,345.57125913973414,5
2035,SSP2,EEU,105540.2204977755,589.0489547432096,1201.2023521768917,6
2035,SSP2,FSU,294963.9382503233,3666.3528945030985,2923.825313848215,7
2035,SSP2,MDE,416203.91095720214,5202.405276699286,3506.5105038480906,8
