scen,period,fundregion,age,pop,inmig,inmig_sum,share,index
SSP5,2090,LAM,100,8251.157252301973,0,1714.8824305903217,0,10
SSP5,2090,LAM,105,2221.621196098265,0,1714.8824305903217,0,10
SSP5,2090,LAM,110,256.54217245390225,0,1714.8824305903217,0,10
SSP5,2090,LAM,115,11.36645826746828,0,1714.8824305903217,0,10
SSP5,2090,LAM,120,0.3243233401455881,0,1714.8824305903217,0,10
SSP5,2090,SAS,0,136066.29374434688,533.541828678125,6155.887107224655,0.08667180203027945,11
SSP5,2090,SAS,5,138160.44996058528,323.69157599255095,6155.887107224655,0.05258244187302606,11
SSP5,2090,SAS,10,140564.4850410152,202.4901149026823,6155.887107224655,0.032893734302735414,11
SSP5,2090,SAS,15,143011.04622329667,564.3816025519045,6155.887107224655,0.09168160375935688,11
SSP5,2090,SAS,20,144876.92904788305,1312.99023291186,6155.887107224655,0.2132901741116909,11
SSP5,2090,SAS,25,145722.17187901883,1182.2452828708706,6155.887107224655,0.19205116375239684,11
SSP5,2090,SAS,30,146719.15867780114,790.3006496486122,6155.887107224655,0.12838127728513762,11
SSP5,2090,SAS,35,148489.13675747326,489.4941503153737,6155.887107224655,0.07951642741155779,11
SSP5,2090,SAS,40,150751.39335862102,298.2844812976667,6155.887107224655,0.04845515781918659,11
SSP5,2090,SAS,45,152552.30191335178,181.1049444802679,6155.887107224655,0.029419796257751388,11
SSP5,2090,SAS,50,153890.60443865904,109.8697067446445,6155.887107224655,0.017847907999433508,11
SSP5,2090,SAS,55,154663.45277030137,66.64125720073585,6155.887107224655,0.010825613926955309,11
SSP5,2090,SAS,60,153746.11735602695,40.41846291973249,6155.887107224655,0.0065658226370488,11
SSP5,2090,SAS,65,151094.29216545192,24.51145839501023,6155.887107224655,0.003981791408462179,11
SSP5,2090,SAS,70,149692.8974614938,35.92135831461808,6155.887107224655,0.00583528542498126,11
SSP5,2090,SAS,75,140072.4057021466,0,6155.887107224655,0,11
SSP5,2090,SAS,80,129544.09127623765,0,6155.887107224655,0,11
SSP5,2090,SAS,85,102734.48969925116,0,6155.887107224655,0,11
SSP5,2090,SAS,90,64313.28692801107,0,6155.887107224655,0,11
SSP5,2090,SAS,95,27897.085980435284,0,6155.887107224655,0,11
SSP5,2090,SAS,100,7769.438023348539,0,6155.887107224655,0,11
SSP5,2090,SAS,105,1434.7071268743873,0,6155.887107224655,0,11
SSP5,2090,SAS,110,199.12813356949005,0,6155.887107224655,0,11
SSP5,2090,SAS,115,17.449232180091133,0,6155.887107224655,0,11
SSP5,2090,SAS,120,1.1168695652192755,0,6155.887107224655,0,11
SSP5,2090,SEA,0,40762.03013882155,352.92149167968256,4071.977746911111,0.08667078103444917,12
SSP5,2090,SEA,5,41139.99596504828,214.12001285623242,4071.977746911111,0.052583787575621675,12
SSP5,2090,SEA,10,41613.97481195517,133.9454705757071,4071.977746911111,0.03289445053507829,12
SSP5,2090,SEA,15,42294.22204949451,373.3350134173355,4071.977746911111,0.09168395227614815,12
SSP5,2090,SEA,20,43079.64391771128,868.5165706554371,4071.977746911111,0.2132910896466145,12
SSP5,2090,SEA,25,43703.98855432391,781.988402703276,4071.977746911111,0.1920414234327461,12
SSP5,2090,SEA,30,44353.7072517837,522.7730249136471,4071.977746911111,0.1283830751064905,12
SSP5,2090,SEA,35,44969.48906322432,323.7949605576583,4071.977746911111,0.07951786102055204,12
SSP5,2090,SEA,40,45537.07358061272,197.31176890157496,4071.977746911111,0.04845600373215452,12
SSP5,2090,SEA,45,46283.281357630476,119.79881418655958,4071.977746911111,0.02942030178761061,12
SSP5,2090,SEA,50,47374.56275270011,72.67753322274173,4071.977746911111,0.017848214734933875,12
SSP5,2090,SEA,55,48889.91921633137,44.0824622797935,4071.977746911111,0.010825811195366486,12
SSP5,2090,SEA,60,50595.83867091882,26.736405174897662,4071.977746911111,0.006565950709131246,12
SSP5,2090,SEA,65,51814.419963321096,16.214098755952094,4071.977746911111,0.003981873124982487,12
SSP5,2090,SEA,70,51954.692796156065,23.76171703061547,4071.977746911111,0.005835424088120434,12
SSP5,2090,SEA,75,50505.30002379306,0,4071.977746911111,0,12
SSP5,2090,SEA,80,45211.54104882773,0,4071.977746911111,0,12
SSP5,2090,SEA,85,38272.37442869718,0,4071.977746911111,0,12
SSP5,2090,SEA,90,28262.142011552172,0,4071.977746911111,0,12
SSP5,2090,SEA,95,17207.804904984307,0,4071.977746911111,0,12
SSP5,2090,SEA,100,6726.90174459699,0,4071.977746911111,0,12
SSP5,2090,SEA,105,1534.8015685045402,0,4071.977746911111,0,12
SSP5,2090,SEA,110,172.53311260111445,0,4071.977746911111,0,12
SSP5,2090,SEA,115,9.239952267774205,0,4071.977746911111,0,12
SSP5,2090,SEA,120,0.279755026742611,0,4071.977746911111,0,12
SSP5,2090,CHI,0,50991.6676900137,132.55065781613192,1529.3614939776965,0.08667058660629845,13
SSP5,2090,CHI,5,52451.83214907375,80.41953847037585,1529.3614939776965,0.05258373431464769,13
SSP5,2090,CHI,10,52916.2358514447,50.30754879747621,1529.3614939776965,0.032894478509872746,13
SSP5,2090,CHI,15,52401.209558163486,140.21805155859704,1529.3614939776965,0.09168404730388871,13
SSP5,2090,CHI,20,52028.13895740408,326.19929423289597,1529.3614939776965,0.21329116465753853,13
SSP5,2090,CHI,25,53258.37585247065,293.7002384522767,1529.3614939776965,0.19204108355598493,13
SSP5,2090,CHI,30,56255.22893156393,196.34432781284687,1529.3614939776965,0.12838320343882692,13
SSP5,2090,CHI,35,59577.40813263755,121.61171140828934,1529.3614939776965,0.07951796346852634,13
SSP5,2090,CHI,40,62047.657317886784,74.10685038192122,1529.3614939776965,0.048456071814112225,13
SSP5,2090,CHI,45,62269.1609109197,44.99434353720854,1529.3614939776965,0.029420345493453834,13
SSP5,2090,CHI,50,60435.596391047526,27.296413374531593,1529.3614939776965,0.017848241558336024,13
SSP5,2090,CHI,55,60261.4178521586,16.556602107479844,1529.3614939776965,0.010825826446315183,13
SSP5,2090,CHI,60,65232.1577302505,10.041722216128232,1529.3614939776965,0.006565957267572395,13
SSP5,2090,CHI,65,73513.69017973317,6.089725131175552,1529.3614939776965,0.003981874236506939,13
SSP5,2090,CHI,70,74840.34320955747,8.92446868036163,1529.3614939776965,0.005835421328119158,13
SSP5,2090,CHI,75,82003.23180520293,0,1529.3614939776965,0,13
SSP5,2090,CHI,80,75064.56636952024,0,1529.3614939776965,0,13
SSP5,2090,CHI,85,65173.69816959575,0,1529.3614939776965,0,13
SSP5,2090,CHI,90,54730.35494105638,0,1529.3614939776965,0,13
SSP5,2090,CHI,95,45073.314480944784,0,1529.3614939776965,0,13
SSP5,2090,CHI,100,25892.92237761567,0,1529.3614939776965,0,13
SSP5,2090,CHI,105,4881.392071569624,0,1529.3614939776965,0,13
SSP5,2090,CHI,110,480.84239669076277,0,1529.3614939776965,0,13
SSP5,2090,CHI,115,27.01186310455574,0,1529.3614939776965,0,13
SSP5,2090,CHI,120,0.8506521125311194,0,1529.3614939776965,0,13
SSP5,2090,MAF,0,19577.45302967792,49.19709119529939,567.6188385805403,0.08667275969615082,14
SSP5,2090,MAF,5,19764.23878583898,29.846693986767484,567.6188385805403,0.05258228226076131,14
SSP5,2090,MAF,10,19939.852407507176,18.670965601060296,567.6188385805403,0.0328934917800672,14
SSP5,2090,MAF,15,20049.19086730552,52.03972804115204,567.6188385805403,0.09168076269506696,14
SSP5,2090,MAF,20,19914.469455990842,121.0672950398942,567.6188385805403,0.2132897761861647,14
SSP5,2090,MAF,25,19465.711655265623,109.0140172988244,567.6188385805403,0.19205496697649901,14
SSP5,2090,MAF,30,19224.708204060633,72.87106517177142,567.6188385805403,0.12838027954463607,14
SSP5,2090,MAF,35,19280.252270284596,45.13455156450901,567.6188385805403,0.07951559831484487,14
SSP5,2090,MAF,40,19316.321842104204,27.50375664060916,567.6188385805403,0.048454622664372,14
SSP5,2090,MAF,45,18984.73716370059,16.69904015044876,567.6188385805403,0.029419460763861358,14
SSP5,2090,MAF,50,18434.451164753722,10.130695763352492,567.6188385805403,0.017847708840472234,14
SSP5,2090,MAF,55,17793.54136436685,6.144756988171174,567.6188385805403,0.010825498680659601,14
SSP5,2090,MAF,60,17684.82699809235,3.7268534815509597,567.6188385805403,0.006565767779784762,14
